Id	ppl-ref	ppl-ref_pos	ppl-ref_prod	ppl-ref_dep	ppl-prompt	ppl-prompt_pos	ppl-correct	ppl-correct_pos	ppl-correct_prod	ppl-correct_dep	ppl-ge	ppl-ge_pos	ppl-incorrect	ppl-incorrect_pos	ppl-incorrect_prod	ppl-incorrect_dep	maxsim_15_skip	maxsim_30_skip	maxsim_50_skip	maxsim_15_cbw	maxsim_30_cbw	maxsim_50_cbw	lda_sim-max	lda_sim-min	lda_sim-avg	ngram_match	ngram_match-lem	ngram_unseen-1	ngram_unseen-2	ngram_unseen-3	error_yn	error_count	error_ratio	parse_score-ratio	length_ratio	length_01	length_under-min	length_above-max	length_unknown	length_unknown-ratio	length_sounds	length_sounds-ratio	prompt_missing	prompt_missing-pct	prompt_DT	prompt_IN	prompt_MD	prompt_NN	prompt_VB	CLASS
9356	-25.6911	-5.860125	-11.12669	-18.98449	-1.39794	-1.39794	-16.63194	-4.608873	-8.386642	-18.68318	-24.65143	-32.03436	-16.10125	-4.691297	-9.394338	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	9.0	0.0	0.25	1.0	0.0	0.0	0.0	1.0	0.3189983362	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9440	-25.51478	-5.860125	-11.12669	-17.47528	-1.39794	-1.39794	-18.29517	-4.608873	-8.386642	-18.68318	-25.09042	-32.03436	-17.51649	-4.691297	-9.394338	-16.97378	0.856659585626	0.861815331029	0.879379036221	0.856659585626	0.861815331029	0.879379036221	0.669334813938	0.669334813938	0.669334813938	6.0	6.0	0.25	0.5	1.0	0.0	0.0	0.0	0.973081816101	0.3189983362	1	0.0	0.0	0.0	0.0	4	1	1.0	0.25	1.0	0.0	0.0	0.0	0.0	1.0
10009	-25.82756	-6.21521	-12.47068	-20.58655	-1.39794	-1.39794	-16.47687	-3.590044	-8.874066	-18.68318	-26.61912	-32.03436	-17.67665	-4.564171	-10.51381	-16.97378	0.856659585626	0.861815331029	0.879379036221	0.856659585626	0.861815331029	0.879379036221	0.901729725571	0.901729725571	0.901729725571	6.0	6.0	0.25	0.5	1.0	0.0	0.0	0.0	1.01822376879	0.3189983362	1	0.0	0.0	0.0	0.0	4	1	1.0	0.25	1.0	0.0	0.0	0.0	0.0	1.0
10010	-25.82756	-6.21521	-12.47068	-20.58655	-1.39794	-1.39794	-16.47687	-3.590044	-8.874066	-18.68318	-26.61912	-32.03436	-17.67665	-4.564171	-10.51381	-16.97378	0.856659585626	0.861815331029	0.879379036221	0.856659585626	0.861815331029	0.879379036221	0.901729717068	0.901729717068	0.901729717068	6.0	6.0	0.25	0.5	1.0	0.0	0.0	0.0	1.01822376879	0.3189983362	1	0.0	0.0	0.0	0.0	4	1	1.0	0.25	1.0	0.0	0.0	0.0	0.0	1.0
10011	-25.51478	-5.860125	-11.12669	-17.47528	-1.39794	-1.39794	-18.29517	-4.608873	-8.386642	-18.68318	-25.09042	-32.03436	-17.51649	-4.691297	-9.394338	-16.97378	0.856659585626	0.861815331029	0.879379036221	0.856659585626	0.861815331029	0.879379036221	0.669334813938	0.669334813938	0.669334813938	6.0	6.0	0.25	0.5	1.0	0.0	0.0	0.0	0.973081816101	0.3189983362	1	0.0	0.0	0.0	0.0	4	1	1.0	0.25	1.0	0.0	0.0	0.0	0.0	1.0
11490	-30.10479	-7.094655	-13.03288	-13.5715	-1.39794	-1.39794	-21.23666	-3.758491	-9.611898	-14.01238	-21.54167	-27.37116	-16.96209	-4.715951	-9.485051	-12.73033	0.459414345633	0.360885389546	0.473724558099	0.459414345633	0.360885389546	0.473724558099	0.0	0.0	0.0	1.0	1.0	0.666666666667	1.0	1.0	0.0	0.0	0.0	0.71067881846	0.23924875215	1	1.0	0.0	1.0	0.25	4	0	3.0	0.75	1.0	0.0	0.0	1.0	0.0	1.0
10324	-30.54617	-5.414709	-10.91962	-16.83175	-1.39794	-2.334454	-21.04657	-3.425276	-8.38158	-14.01238	-22.92318	-27.37116	-18.25453	-3.692627	-9.256535	-12.73033	0.678190611337	0.724538490917	0.735136455679	0.678190611337	0.724538490917	0.735136455679	0.891485209246	0.891485209246	0.891485209246	3.0	3.0	0.333333333333	0.666666666667	1.0	0.0	0.0	0.0	0.755997130684	0.181386697454	1	1.0	0.0	1.0	0.25	4	0	2.0	0.5	0.0	1.0	0.0	1.0	0.0	1.0
11297	-24.69282	-5.776437	-11.20289	-17.65003	-1.39794	-1.556303	-18.29572	-3.996261	-9.483043	-18.68318	-23.79795	-29.55247	-19.57897	-4.404961	-9.024762	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	9.0	0.0	0.25	1.0	0.0	0.0	0.0	1.0	0.241848929938	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7751	-27.73038	-8.086858	-15.87782	-15.93482	-3.549857	-3.549857	-23.56901	-5.78758	-12.48563	-23.35397	-26.42383	-36.69756	-16.82835	-5.837422	-12.33128	-21.21722	0.993815670543	0.992972549814	0.991172758023	0.98941089066	0.990220098223	0.986597692393	0.999999624324	0.305122167808	0.924406604085	3.79207920792	3.79207920792	0.2	0.6	1.0	0.0	0.0	0.0	0.869873743813	0.887881450848	1	0.0	0.0	1.0	0.166666666667	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7410	-23.26313	-4.208463	-10.17257	-14.01791	-2.693004	-2.337164	-15.92411	-3.824621	-9.47722	-23.35397	-24.3304	-36.69756	-17.65753	-4.386943	-9.226385	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.996125828425	0.99994764633	5.35135135135	5.35135135135	0.0	0.2	1.0	0.0	0.0	0.0	0.817337846011	0.883832449098	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8311	-23.26313	-4.208463	-10.17257	-14.01791	-2.693004	-2.337164	-15.92411	-3.824621	-9.47722	-23.35397	-24.3304	-36.69756	-17.65753	-4.386943	-9.226385	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.996125828425	0.99994764633	5.35135135135	5.35135135135	0.0	0.2	1.0	0.0	0.0	0.0	0.817337846011	0.883832449098	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8424	-27.85856	-4.563478	-9.087749	-10.87784	-2.339316	-2.143344	-19.22175	-4.275748	-8.183101	-18.68318	-21.56571	-32.03436	-15.36059	-3.262062	-8.296465	-16.97378	0.696675647566	0.733034620869	0.751398254884	0.704438531569	0.740995708694	0.760234647838	0.0163299322642	0.0	0.000220674760328	1.81081081081	1.81081081081	0.25	0.5	1.0	0.0	0.0	0.0	0.686881517954	0.707065959278	1	0.0	0.0	0.0	0.0	4	1	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
9460	-22.26617	-2.52936	-7.102022	-5.267258	-2.339316	-2.143344	-14.91377	-2.316707	-7.16733	-14.01238	-16.90285	-27.37116	-12.01761	-2.333418	-7.817625	-12.73033	0.696675647566	0.733034620869	0.751398254884	0.704438531569	0.740995708694	0.760234647838	1.0	0.0	0.280663409013	1.81081081081	1.81081081081	0.0	0.333333333333	1.0	0.0	0.0	0.0	0.54646458823	0.530299469459	1	0.0	0.0	2.0	0.4	5	0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
9461	-23.26313	-4.208463	-10.17257	-14.01791	-2.666675	-2.337164	-15.9364	-3.824621	-9.47722	-23.35397	-24.3304	-36.69756	-17.65753	-4.386943	-9.226385	-21.21722	0.831983947971	0.868562732589	0.877999907508	0.831616800333	0.864916093236	0.874072417415	0.900488935277	0.89655649402	0.896956446758	3.13513513514	3.13513513514	0.2	0.4	1.0	0.0	0.0	0.0	0.814877901712	0.883832449098	1	0.0	0.0	0.0	0.0	5	1	1.0	0.5	0.0	0.0	0.0	1.0	0.0	1.0
11193	-27.62344	-3.850509	-7.660328	-9.861192	-2.328035	-2.301706	-19.45105	-3.550821	-7.738024	-14.01238	-23.69154	-27.37116	-15.17864	-3.993657	-7.588907	-12.73033	0.688378119766	0.711276685306	0.702471640405	0.690237065135	0.722224407541	0.714920644175	0.996125829071	0.0163299322642	0.241738044494	0.864864864865	0.864864864865	0.333333333333	0.666666666667	1.0	0.0	0.0	0.0	0.682889165589	0.530299469459	1	0.0	0.0	0.0	0.0	3	1	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
11194	-27.84338	-3.850509	-7.660328	-8.95849	-4.283645	-2.301706	-16.68451	-3.550821	-7.738024	-14.01238	-23.69154	-27.37116	-16.7266	-3.993657	-7.588907	-12.73033	0.886448096547	0.856917986359	0.845121479653	0.885517369825	0.851989200626	0.843279209697	1.0	0.996125828425	0.99994764633	1.86486486486	1.86486486486	0.0	0.666666666667	1.0	0.0	0.0	0.0	0.680308271291	0.530299469459	1	0.0	0.0	0.0	0.0	3	1	1.0	0.5	1.0	0.0	0.0	0.0	0.0	1.0
11624	-24.09983	-4.048486	-13.37252	-16.39785	-3.063338	-2.687221	-17.82384	-5.31293	-13.3294	-37.36635	-36.97726	-50.68716	-17.07116	-5.007334	-13.51045	-33.94756	1.0	1.0	1.0	1.0	1.0	1.0	0.999999979396	0.970773010339	0.991612219559	13.4653465347	13.4653465347	0.0	0.125	1.0	1.0	1.0	0.125	0.925782918063	0.932671516251	1	0.0	0.0	0.0	0.0	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5861	-36.87626	-9.709435	-14.04487	-33.66466	-2.535294	-2.167317	-25.09068	-6.010851	-11.6867	-28.02476	-32.93359	-41.36076	-14.67205	-5.470221	-11.73225	-25.46067	0.879009898478	0.887066840759	0.907259260265	0.879009898478	0.887066840759	0.907259260265	0.965820816421	0.965820816421	0.965820816421	10.0	10.0	0.166666666667	0.5	1.0	0.0	0.0	0.0	0.940703543969	0.411592903882	1	0.0	0.0	1.0	0.142857142857	7	0	2.0	0.333333333333	1.0	0.0	0.0	1.0	0.0	0.0
5862	-36.8798	-10.2974	-14.32134	-39.27524	-2.535294	-2.644439	-25.09068	-6.271484	-11.45638	-32.69556	-34.63622	-46.02396	-14.69819	-5.748091	-11.66571	-29.70411	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	12.0	0.142857142857	0.428571428571	1.0	0.0	0.0	0.0	1.17124287978	0.480191721196	1	0.0	1.0	0.0	0.0	7	1	1.0	0.166666666667	0.0	0.0	0.0	1.0	0.0	0.0
6030	-25.41496	-7.495016	-11.83421	-16.07883	-1.690196	-1.690196	-16.86196	-4.3126	-11.52014	-18.68318	-24.77322	-32.03436	-16.74164	-6.221754	-12.50805	-16.97378	0.696054245429	0.58694459339	0.553696419057	0.696054245429	0.58694459339	0.553696419057	0.229778650656	0.229778650656	0.229778650656	1.0	1.0	0.75	1.0	1.0	0.0	0.0	0.0	0.546061377457	0.274395269255	1	1.0	0.0	2.0	0.333333333333	6	0	5.0	0.833333333333	0.0	1.0	0.0	1.0	0.0	1.0
10592	-28.09852	-7.727759	-13.72898	-31.85964	-1.690196	-2.644439	-16.49262	-4.599548	-10.92733	-28.02476	-31.26039	-41.36076	-15.26431	-4.505961	-11.41154	-25.46067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	15.0	0.0	0.166666666667	1.0	0.0	0.0	0.0	1.0	0.411592903882	1	0.0	0.0	0.0	0.0	6	1	1.0	0.166666666667	0.0	0.0	0.0	1.0	0.0	1.0
10610	-28.09852	-7.727759	-13.72898	-31.85964	-1.690196	-2.644439	-16.49262	-4.599548	-10.92733	-28.02476	-31.26039	-41.36076	-15.26431	-4.505961	-11.41154	-25.46067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	15.0	0.0	0.166666666667	1.0	0.0	0.0	0.0	1.0	0.411592903882	1	0.0	0.0	0.0	0.0	6	1	1.0	0.166666666667	0.0	0.0	0.0	1.0	0.0	1.0
11524	-28.09852	-7.727759	-13.72898	-31.85964	-1.690196	-2.644439	-16.49262	-4.599548	-10.92733	-28.02476	-31.26039	-41.36076	-15.26431	-4.505961	-11.41154	-25.46067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	15.0	0.0	0.166666666667	1.0	0.0	0.0	0.0	1.0	0.411592903882	1	0.0	0.0	0.0	0.0	6	1	1.0	0.166666666667	0.0	0.0	0.0	1.0	0.0	1.0
7009	-30.94332	-9.088997	-22.71258	-20.55536	-2.556302	-8.237328	-18.86253	-6.322053	-17.43403	-23.35397	-25.54986	-36.69756	-21.85254	-8.367839	-17.12042	-21.21722	0.786282535531	0.834477258344	0.885163579728	0.786391819198	0.834521443884	0.885227178493	0.584229345482	0.565646887188	0.574196665071	5.25	5.25	0.2	0.4	1.0	0.0	0.0	0.0	0.689090831631	0.578410635683	1	0.0	0.0	0.0	0.0	5	1	1.0	0.2	0.0	0.0	0.0	1.0	0.0	1.0
7532	-23.68638	-6.20878	-12.37923	-17.55307	-2.653212	-6.936298	-16.31069	-3.771165	-9.692907	-23.35397	-28.20808	-36.69756	-23.89373	-5.279112	-10.42903	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999538047	0.891821185047	0.949222895047	8.25	8.25	0.0	0.2	1.0	0.0	0.0	0.0	0.811861134347	0.578410635683	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7533	-23.68638	-6.20878	-12.37923	-17.55307	-2.653212	-6.936298	-16.31069	-3.771165	-9.692907	-23.35397	-28.20808	-36.69756	-23.89373	-5.279112	-10.42903	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999999972146	0.891077913386	0.948944764354	8.25	8.25	0.0	0.2	1.0	0.0	0.0	0.0	0.811861134347	0.578410635683	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9797	-23.68638	-6.20878	-12.37923	-17.55307	-2.653212	-6.936298	-16.31069	-3.771165	-9.692907	-23.35397	-28.20808	-36.69756	-23.89373	-5.279112	-10.42903	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999998756438	0.890649166101	0.948848595486	8.25	8.25	0.0	0.2	1.0	0.0	0.0	0.0	0.811861134347	0.578410635683	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10444	-23.68638	-6.20878	-12.37923	-17.55307	-2.653212	-6.936298	-16.31069	-3.771165	-9.692907	-23.35397	-28.20808	-36.69756	-23.89373	-5.279112	-10.42903	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	0.999997310008	0.89150504588	0.949024040224	8.25	8.25	0.0	0.2	1.0	0.0	0.0	0.0	0.811861134347	0.578410635683	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7912	-23.2145	-6.735797	-15.03754	-21.18729	-2.741198	-2.461743	-16.57944	-5.544719	-13.7578	-32.69556	-34.70194	-46.02396	-17.86833	-8.083942	-15.47844	-29.70411	1.0	1.0	1.0	1.0	1.0	1.0	0.999999446973	0.841977946734	0.93212898279	11.8983050847	11.8983050847	0.0	0.142857142857	1.0	0.0	0.0	0.0	0.804724162781	0.907050018897	1	0.0	0.0	0.0	0.0	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7925	-23.2145	-6.735797	-15.03754	-21.18729	-2.741198	-2.461743	-16.57944	-5.544719	-13.7578	-32.69556	-34.70194	-46.02396	-17.86833	-8.083942	-15.47844	-29.70411	1.0	1.0	1.0	1.0	1.0	1.0	0.999999471585	0.842757940137	0.932175456282	11.8983050847	11.8983050847	0.0	0.142857142857	1.0	0.0	0.0	0.0	0.804724162781	0.907050018897	1	0.0	0.0	0.0	0.0	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7971	-23.2145	-6.735797	-15.03754	-21.18729	-2.741198	-2.461743	-16.57944	-5.544719	-13.7578	-32.69556	-34.70194	-46.02396	-17.86833	-8.083942	-15.47844	-29.70411	1.0	1.0	1.0	1.0	1.0	1.0	0.999999566947	0.842240103692	0.932243814959	11.8983050847	11.8983050847	0.0	0.142857142857	1.0	0.0	0.0	0.0	0.804724162781	0.907050018897	1	0.0	0.0	0.0	0.0	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7981	-23.2145	-6.735797	-15.03754	-21.18729	-2.741198	-2.461743	-16.57944	-5.544719	-13.7578	-32.69556	-34.70194	-46.02396	-17.86833	-8.083942	-15.47844	-29.70411	1.0	1.0	1.0	1.0	1.0	1.0	0.999999399766	0.842274749695	0.932204429779	11.8983050847	11.8983050847	0.0	0.142857142857	1.0	0.0	0.0	0.0	0.804724162781	0.907050018897	1	0.0	0.0	0.0	0.0	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7993	-23.2145	-6.735797	-15.03754	-21.18729	-2.741198	-2.461743	-16.57944	-5.544719	-13.7578	-32.69556	-34.70194	-46.02396	-17.86833	-8.083942	-15.47844	-29.70411	1.0	1.0	1.0	1.0	1.0	1.0	0.999998995587	0.842788010642	0.932241529531	11.8983050847	11.8983050847	0.0	0.142857142857	1.0	0.0	0.0	0.0	0.804724162781	0.907050018897	1	0.0	0.0	0.0	0.0	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8262	-23.2145	-6.735797	-15.03754	-21.18729	-2.741198	-2.461743	-16.57944	-5.544719	-13.7578	-32.69556	-34.70194	-46.02396	-17.86833	-8.083942	-15.47844	-29.70411	1.0	1.0	1.0	1.0	1.0	1.0	0.999999967069	0.842602306632	0.932201902405	11.8983050847	11.8983050847	0.0	0.142857142857	1.0	0.0	0.0	0.0	0.804724162781	0.907050018897	1	0.0	0.0	0.0	0.0	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10379	-28.84076	-9.647403	-13.21444	-33.32017	-2.741198	-2.461743	-20.88353	-7.212296	-11.53408	-37.36635	-38.89797	-50.68716	-20.9111	-9.107265	-11.23499	-33.94756	1.0	1.0	1.0	1.0	1.0	1.0	0.794170885431	0.671347622415	0.742355661542	11.8983050847	11.8983050847	0.125	0.25	1.0	0.0	0.0	0.0	1.10660991374	1.03662859302	1	0.0	0.0	0.0	0.0	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10650	-23.207	-7.025091	-13.39399	-20.17064	-2.741198	-2.744863	-17.31194	-6.156569	-12.55054	-28.02476	-36.82777	-41.36076	-18.7211	-8.752767	-14.09243	-25.46067	1.0	1.0	1.0	1.0	1.0	1.0	0.999999968195	0.826808484868	0.916481859565	10.7627118644	10.7627118644	0.0	0.166666666667	1.0	0.0	0.0	0.0	0.786064241601	0.777471444768	1	0.0	0.0	0.0	0.0	6	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6524	-36.66528	-9.962387	-13.42074	-15.40758	-3.369219	-5.010189	-24.06577	-7.563565	-13.15263	-18.68318	-25.42258	-32.03436	-14.23603	-4.396976	-12.40293	-16.97378	0.997646179455	0.997283994722	0.996940108476	0.995243111395	0.995584420027	0.99356468336	1.0	0.0	0.530905216252	1.73469387755	1.73469387755	0.25	0.75	1.0	0.0	0.0	0.0	0.669316127154	0.799299664549	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7612	-23.92037	-4.167016	-14.08622	-12.546	-3.369219	-3.481703	-16.57969	-4.092445	-16.05374	-23.35397	-24.82616	-36.69756	-18.57225	-3.708883	-13.89929	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.537480017043	1.91836734694	1.91836734694	0.0	0.2	1.0	0.0	0.0	0.0	0.825899635894	0.999124580686	1	0.0	0.0	0.0	0.0	7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7732	-23.92037	-4.167016	-14.08622	-12.546	-3.369219	-3.481703	-16.57969	-4.092445	-16.05374	-23.35397	-24.82616	-36.69756	-18.57225	-3.708883	-13.89929	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.553347186555	1.91836734694	1.91836734694	0.0	0.2	1.0	0.0	0.0	0.0	0.825899635894	0.999124580686	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7750	-23.92037	-4.167016	-14.08622	-12.546	-3.369219	-3.481703	-16.57969	-4.092445	-16.05374	-23.35397	-24.82616	-36.69756	-18.57225	-3.708883	-13.89929	-21.21722	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.558716824374	1.91836734694	1.91836734694	0.0	0.2	1.0	0.0	0.0	0.0	0.825899635894	0.999124580686	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9314	-24.15701	-3.397505	-9.303881	-8.795442	-3.068189	-2.453012	-17.92766	-3.622536	-8.945293	-18.68318	-21.56571	-32.03436	-14.49676	-4.150487	-8.974914	-16.97378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.258276832925	2.34693877551	2.34693877551	0.0	0.25	1.0	0.0	0.0	0.0	0.72158126761	0.799299664549	1	0.0	0.0	0.0	0.0	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
