ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count,Id
0,0,0,0,0,0,1,0,0,0,0,3811
0,0,0,0,0,0,0,0,0,0,0,3818
0,0,0,0,0,0,0,0,0,0,0,3819
0,0,0,0,0,0,0,0,0,0,0,3821
0,0,0,0,0,0,0,0,0,0,0,3829
0,0,0,0,0,0,0,0,0,0,0,383
0,0,0,0,0,0,0,0,0,0,0,3844
0,0,0,0,0,0,0,0,0,0,0,3845
0,0,0,0,0,0,0,0,0,0,0,389
0,0,0,0,0,0,0,0,0,0,0,3895
0,0,0,0,0,0,0,0,0,0,0,3905
0,0,0,0,0,0,0,0,0,0,0,392
0,0,0,0,0,0,0,0,0,0,0,3957
0,0,0,0,0,0,0,0,0,0,0,3972
0,0,0,0,0,0,1,0,0,0,0,3978
0,0,0,0,0,0,0,0,0,0,0,3984
0,0,0,0,0,0,0,0,0,0,0,399
0,0,0,0,0,0,1,0,0,0,0,4011
0,0,0,0,0,0,0,0,0,0,0,4081
0,0,0,0,0,0,0,0,0,0,0,4143
0,0,0,0,0,0,0,0,0,0,0,4144
0,0,0,0,0,0,0,0,0,0,0,415
0,0,0,0,0,0,0,0,0,0,0,4150
0,0,0,0,0,0,1,0,0,0,0,4152
0,0,0,0,0,0,0,0,0,0,0,4168
0,0,0,0,0,0,0,0,0,0,0,4189
0,0,0,0,0,0,0,0,0,0,0,4266
0,0,0,0,0,0,0,1,0,0,0,4382
0,0,0,0,0,0,0,0,0,0,0,4421
0,0,0,0,0,0,0,0,0,0,0,4442
0,0,0,0,0,0,0,0,0,0,0,4443
0,0,0,0,0,0,0,0,0,0,0,4447
0,0,0,0,0,0,0,0,0,0,0,4476
0,0,0,0,0,0,0,0,0,0,0,4477
0,0,0,0,0,0,0,0,0,0,0,4478
0,0,0,0,0,0,0,0,0,0,0,4503
0,0,0,0,0,0,0,0,0,0,1,451
0,0,0,0,0,0,0,0,0,0,0,4522
0,0,0,1,0,0,0,0,0,0,1,4532
0,0,0,0,0,0,0,0,0,0,0,4533
0,0,0,0,0,0,0,0,0,0,0,4744
0,0,0,0,0,0,0,0,0,0,0,4747
0,0,0,0,0,0,0,0,0,0,0,4769
0,0,0,0,0,0,0,0,0,0,0,4770
0,0,0,0,0,0,0,0,0,0,0,4774
0,0,0,0,0,0,0,0,0,0,0,4776
0,0,0,0,0,0,0,0,0,0,0,478
0,0,0,0,0,0,0,0,0,0,0,4796
0,0,0,0,0,0,0,0,0,0,0,4893
0,0,0,0,0,0,0,0,0,0,1,4896
0,0,0,0,0,0,0,0,0,0,0,491
0,0,0,0,0,0,0,0,0,0,1,4918
0,0,0,0,0,0,0,0,0,0,1,4940
0,0,0,0,0,0,0,0,0,0,1,4943
0,0,0,0,0,0,0,0,0,0,0,5008
0,0,0,0,0,0,0,0,0,0,0,5017
0,0,0,0,0,0,0,0,0,0,0,506
0,0,0,0,0,0,0,0,0,0,0,5157
0,0,0,0,0,0,0,0,0,0,0,517
0,0,0,0,0,0,0,1,0,0,0,518
0,0,0,0,0,0,0,0,0,0,0,5182
0,0,0,0,0,0,0,0,0,0,0,519
0,0,0,0,0,0,0,0,0,0,0,5201
0,0,0,0,0,0,0,0,0,0,0,5203
0,0,0,0,0,0,0,0,0,0,0,5252
0,0,0,0,0,0,1,1,0,0,0,5273
0,0,0,0,0,0,0,0,0,0,0,5312
0,0,0,0,0,0,0,0,0,0,0,5315
0,0,0,0,0,0,0,0,0,0,0,5320
0,0,0,0,0,0,0,0,0,0,0,5337
0,0,0,0,0,0,0,0,0,0,0,5390
0,0,0,0,0,0,0,0,0,0,0,5391
0,0,0,0,0,0,0,0,0,0,0,5392
0,0,0,0,0,0,0,0,0,0,0,5401
0,0,0,0,0,0,0,0,0,0,0,5411
0,0,0,0,0,0,0,0,0,0,0,542
0,0,0,0,0,0,0,0,0,0,0,5423
0,0,0,0,0,0,0,0,0,0,0,5426
0,0,0,0,0,0,0,0,0,0,0,5433
0,0,0,0,0,0,0,0,0,0,0,547
0,0,0,0,0,0,0,0,0,0,0,548
0,0,0,0,0,0,0,0,0,0,0,5502
0,0,0,0,0,0,0,0,0,0,0,5520
0,0,0,0,0,0,0,0,0,0,0,5571
0,0,0,0,0,0,0,0,0,0,0,5601
0,0,0,0,0,0,0,1,0,0,0,5636
0,0,0,0,0,0,0,0,0,0,0,5663
0,0,0,0,0,0,0,0,0,0,0,5667
0,0,0,0,0,0,0,1,0,0,0,5697
0,0,0,0,0,0,0,0,0,0,0,5726
0,0,0,0,0,0,0,0,0,0,0,5733
0,0,0,0,0,0,0,0,0,0,0,5756
0,0,1,0,0,0,0,0,0,0,0,5765
0,0,1,0,0,0,0,0,0,0,0,5789
0,0,0,0,0,0,0,0,0,0,0,579
0,0,0,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,5866
0,0,0,0,0,0,0,0,0,0,0,5876
0,0,0,0,0,0,0,0,0,0,0,59
0,0,0,0,0,0,0,0,0,0,0,5934
0,0,0,0,0,0,0,0,0,0,0,5950
0,0,0,0,0,0,0,1,0,0,0,5977
0,0,0,0,0,0,0,1,0,0,0,5994
0,0,0,0,0,0,0,0,0,0,0,5995
0,0,0,0,0,0,1,0,0,0,0,6074
0,0,0,0,0,0,1,0,0,0,0,6075
0,0,0,0,0,0,1,0,0,0,0,6076
0,0,0,0,0,0,1,1,0,0,0,6080
0,0,0,0,0,0,0,0,0,0,0,610
0,0,0,0,0,0,0,0,0,0,0,6109
0,0,0,0,0,0,0,0,0,0,0,612
0,0,0,0,0,0,0,0,0,0,0,6183
0,0,0,0,0,0,0,0,0,0,0,6194
0,0,0,0,0,0,0,0,0,0,0,62
0,0,0,0,0,0,0,2,0,0,1,6229
0,0,0,0,0,0,0,0,0,0,0,6234
0,0,0,0,0,0,0,0,0,0,0,6243
0,0,0,0,0,0,0,0,0,0,0,6244
0,0,0,0,0,0,0,0,0,0,0,6268
0,0,0,0,0,0,0,0,0,0,0,6269
0,0,0,0,0,0,0,0,0,0,0,627
0,0,0,0,0,0,0,0,0,0,0,6400
0,0,0,0,0,0,0,0,0,0,0,6434
0,0,0,0,0,0,0,0,0,0,0,6435
0,0,0,0,0,0,0,1,0,0,0,6439
0,0,0,0,0,0,0,0,0,0,0,653
0,0,0,0,0,0,0,0,0,0,0,6563
0,0,0,0,0,0,0,0,0,0,0,6571
0,0,0,0,0,0,0,1,0,0,0,6600
0,0,0,0,0,0,0,1,0,0,0,6607
0,0,0,0,0,0,0,0,0,0,0,6613
0,0,0,0,0,0,0,0,0,0,0,6624
0,0,0,0,0,0,0,0,0,0,0,6644
0,0,0,0,0,0,0,0,0,0,0,6648
0,0,0,0,0,0,0,0,0,0,0,6650
0,0,0,0,0,0,0,0,0,0,0,666
0,0,0,0,0,0,0,0,0,0,0,6683
0,0,0,0,0,0,0,0,0,0,0,6692
0,0,0,0,0,0,0,1,0,0,0,6694
0,0,0,0,0,0,0,0,0,0,0,724
0,0,0,0,0,0,0,0,0,0,0,725
0,0,0,0,0,0,0,1,0,0,0,755
0,0,0,0,0,0,0,0,0,0,0,761
0,0,0,0,0,0,0,0,0,0,0,771
0,0,0,0,0,0,0,0,0,0,0,794
0,0,0,0,0,0,0,0,0,0,0,795
0,0,0,0,0,0,0,0,0,0,0,806
0,0,0,0,0,0,0,0,0,0,0,816
0,0,0,0,0,0,0,0,0,0,0,817
0,0,0,0,0,0,0,0,0,0,0,822
0,0,0,0,0,0,0,0,0,0,0,872
0,0,0,0,0,0,0,0,0,0,0,903
0,0,0,0,0,0,0,0,0,0,0,923
0,0,0,0,0,0,0,0,0,0,0,938
0,0,0,0,0,0,0,0,0,0,0,954
0,0,0,0,0,0,0,0,0,0,0,986
