idx,cos_mean,cos_max,wmd_mean,wmd_min
76,0.7988340719179674,0.9148795008659363,1.7892419610767354,0.5859520742711406
77,0.8716338078180949,1.0,2.0023558428054296,0.0
78,0.9033390554862145,0.9584768414497375,1.7143881717052967,0.749754037497789
79,0.5826329431600041,0.6576803922653198,3.696831283368613,3.1464550647463345
80,0.8846034854650497,1.0,1.2179949166127861,0.0
81,0.8846034854650497,1.0,1.2179949166127861,0.0
82,0.8889719694852829,1.0,0.9790492130735492,0.0
83,0.7826868560579088,0.8629355430603027,1.5817623261314164,0.9197116386579017
84,0.861559684662258,1.0,1.7175954751937603,0.0
85,0.9294733242953525,1.0,1.520755297793281,0.0
86,0.6760110497999822,1.0,1.872484124735776,0.0
88,0.8553240150213242,1.0,1.8615271852425788,0.0
89,0.7925370708107948,1.0,1.5114003204257067,0.0
90,0.8522833576973747,1.0,1.2426082967926122,0.0
91,0.9307076930999756,1.0,1.0148502561726407,0.0
92,0.9307076930999756,1.0,1.0148502561726407,0.0
93,0.9307076930999756,1.0,1.0148502561726407,0.0
94,0.7743290305137634,1.0,1.527140430925845,0.0
95,0.7476231336593628,1.0,1.2828946864781665,0.0
96,0.7762660980224609,1.0,1.2308026054506769,0.0
97,0.7754282534122467,1.0,1.0943544504282805,0.0
98,0.9400874650945851,1.0,1.117911792848203,0.0
99,0.8621575848923789,1.0,1.1244435229277174,0.0
100,0.8904533651140001,1.0,0.9802882600841792,0.0
101,0.9284587327171775,1.0,1.2521085708900395,0.0
102,0.6429415546062234,1.0,2.3865538254679035,0.0
103,0.9120610335416961,0.9863550066947937,1.4740290952011115,0.650037006031537
104,0.8549709729850292,1.0,1.2019911189813193,0.0
105,0.7924640129009882,1.0,1.2450099326843738,0.0
106,0.9042728543281555,1.0,1.2352635147419533,0.0
107,0.6793623626232147,1.0,1.6977524871044039,0.0
108,0.9888051748275757,1.0,0.23877401732449555,0.0
109,0.9087476782939014,1.0,1.0267984296512958,0.0
110,0.8875772820578681,0.9547250866889954,2.097839411277152,1.3445878384202108
112,0.7688297510147095,1.0,1.267794450606112,0.0
113,0.7754282534122467,1.0,1.0943544504282805,0.0
114,0.8550274582470164,1.0,1.1879214356441474,0.0
115,0.9344720679024855,0.987124502658844,1.0997720451809367,0.2375133430595708
117,0.702944028377533,1.0,0.8917369795188428,0.0
118,0.9232131321640575,1.0,0.8942477450876438,0.0
119,0.8810694246565193,1.0,1.5519428833430833,0.0
120,0.8809849557123686,0.929655134677887,1.986410748759902,1.321126013398318
121,0.9423775021967135,0.9915979504585266,1.5549188474557463,0.4552817111822245
122,0.9452339771546816,1.0,1.468824665927495,0.0
123,0.8190354071557522,1.0,1.5771787883373016,0.0
124,0.8802963727050357,1.0,1.0479374439170521,0.0
126,0.8904533651140001,1.0,0.9802882600841792,0.0
128,0.8904533651140001,1.0,0.9802882600841792,0.0
129,0.9294733242953525,1.0,1.520755297793281,0.0
130,0.8231278874538018,1.0,1.7923562763238072,0.0
131,0.8802963727050357,1.0,1.0479374439170521,0.0
132,0.8621575848923789,1.0,1.1244435229277174,0.0
133,0.8889719694852829,1.0,0.9790492130735492,0.0
134,0.9329753563027171,1.0,1.4750729157590734,0.0
135,0.8858740271975816,1.0,1.6879902326364955,0.0
136,0.20533346364067662,0.24087005853652954,3.024952692258074,1.9246827087784948
137,0.8621575848923789,1.0,1.1244435229277174,0.0
138,0.8621575848923789,1.0,1.1244435229277174,0.0
139,0.8621575848923789,1.0,1.1244435229277174,0.0
143,0.6538353087093336,1.0,1.8222784887319994,0.0
144,0.8962321901007703,1.0,1.386718105581449,0.0
145,0.9203549004518069,1.0,1.519473314290864,0.0
146,0.9203549004518069,1.0,1.519473314290864,0.0
147,0.9083273972456272,1.0,1.3964686278928555,0.0
148,0.8190354071557522,1.0,1.5771787883373016,0.0
149,0.919138279615664,1.0,1.379605258862793,0.0
150,0.8550274582470164,1.0,1.1879214356441474,0.0
151,0.9301762453773442,1.0,1.23410255615073,0.0
153,0.9337179853270451,0.993111252784729,1.0618570890042809,0.18568401638294643
154,0.7897487163543702,1.0,1.429919910780717,0.0
155,0.4686855494976044,0.5927708148956299,3.492008640406168,3.2204563989311144
156,0.6456301033496856,0.8807789087295532,1.4590414280190571,1.1894979599504243
157,0.7752482175827027,1.0,1.4449119691440033,0.0
158,0.7262488137120786,1.0,1.5962121408901342,0.0
159,0.4360202984774814,0.5202421545982361,5.09878984460712,4.655808362633848
160,0.8187930630702599,0.883404016494751,1.6224876550463694,0.936176373495909
161,0.8146575017302644,0.9002646207809448,1.8650855598029799,1.1707877519917342
162,0.905538830317949,0.9929056167602539,1.4314713099737684,0.25757785564514735
163,0.9047836148948,1.0,1.823509109250525,0.0
164,0.9174413475043633,1.0,1.3126554949711495,0.0
166,0.9176314172207141,1.0,1.0284728294571546,0.0
168,0.9453483662184547,1.0,0.9131666835589741,0.0
171,0.9325978387804592,0.9958372116088867,0.9771539561542598,0.42893900862278406
172,0.8460380049312816,1.0,1.635233452213152,0.0
173,0.8875589589862263,1.0,1.7107274254714273,0.0
174,0.8594799021428282,1.0,1.808760719419194,0.0
178,nan,nan,1.8858998863797385,0.9019509480502129
179,0.8047178231534504,0.8498204946517944,1.8150203286343114,1.0824037959858541
180,0.8962042956125169,1.0,1.1364831439154688,0.0
181,0.8020970360799269,0.8837341666221619,2.006518256880528,0.5854503238586427
182,0.8221726773040635,1.0,2.1508151087444842,0.0
184,0.9059338114763561,1.0,1.8446723064758341,0.0
185,nan,nan,inf,inf
186,nan,nan,inf,inf
188,nan,nan,inf,inf
189,nan,nan,inf,inf
190,nan,nan,inf,inf
191,0.3531666518085533,0.4157266616821289,3.024907751077479,2.2309157920976634
192,nan,nan,inf,inf
193,0.3321142821676201,0.5366637706756592,3.4336486867723726,2.856835068948277
194,0.48026082168022793,0.6408383250236511,2.0908656793809,1.484579408091428
195,nan,nan,inf,inf
196,0.2133887323240439,0.2646806836128235,4.276428127382342,3.2489258715415623
197,0.21899796235892507,0.32685592770576477,2.9626767603293747,2.3224546094132306
198,nan,nan,inf,inf
199,0.3288798924121592,0.38632485270500183,3.014534577878476,2.4334577251360026
200,0.4696366774539153,0.5610588192939758,4.000686058823853,3.4921655533941305
201,0.21899796235892507,0.32685592770576477,2.9626767603293747,2.3224546094132306
202,0.6394522816819304,0.7004111409187317,2.038692701439707,1.3460616343912437
203,0.7047013261300676,0.8075258731842041,3.216534575177783,2.215055003201667
204,0.6394522816819304,0.7004111409187317,2.038692701439707,1.3460616343912437
205,0.672344935360459,1.0,2.5162580032770707,0.0
206,0.5909882066730361,0.7474852204322815,3.863465343504886,2.7290823572865546
207,0.34597813840217,0.43132707476615906,3.0757972772793534,2.2231727557652996
208,0.21899796235892507,0.32685592770576477,2.9626767603293747,2.3224546094132306
209,nan,nan,inf,inf
210,nan,nan,inf,inf
211,nan,nan,inf,inf
212,nan,nan,inf,inf
213,nan,nan,inf,inf
214,nan,nan,inf,inf
215,0.44975575092522535,0.54511958360672,2.5108952502390802,1.9106948614061463
217,0.8666875856545042,1.0,1.3173420456809017,0.0
218,0.7122806133415205,1.0,1.6865662683049947,0.0
219,0.8806364861758131,0.9862009286880493,1.1852379306061822,0.25757785564514735
221,0.8939988056295797,1.0,1.3606912090696344,0.0
222,0.8553240150213242,1.0,1.8615271852425788,0.0
223,0.7538027167320251,0.9559671878814697,1.617159139596177,0.7668657771065754
224,0.8551000847535974,1.0,1.3860562573173816,0.0
225,0.9089798871427774,0.9648222923278809,1.0415994141525882,0.5500510869645306
226,0.8602147915711006,0.9070908427238464,1.5476723360446707,0.9178339442577822
228,0.7736008524894714,1.0,1.2886065128069917,0.0
229,0.7417911291122437,1.0,0.8157095444493159,0.0
230,0.7379184977875816,0.7980709075927734,1.8875255960752675,1.3633838507028722
231,0.8177801453404956,0.9120069742202759,1.209268356023196,0.6200973448250676
232,0.8746482829252878,1.0,1.0226117866157804,0.0
234,0.8636404743381575,0.9198504686355591,1.266700978273434,0.7192988991759949
235,nan,nan,inf,inf
236,nan,nan,inf,inf
237,0.5051053331957923,0.6339470744132996,4.070473327348404,3.6159999184335527
238,0.8863468296168482,1.0,1.6016943242262702,0.0
239,0.8504217973364607,1.0,1.55848477477673,0.0
240,0.9241535051872856,0.9955745339393616,1.4859150886262473,0.3824364478290456
241,0.9053805582225323,1.0,1.2855684197806456,0.0
242,0.9240771137616214,1.0,1.129610029752223,0.0
243,0.9367317211102036,1.0,1.196711072468255,0.0
244,0.9498881101608276,1.0,0.8915165774192727,0.0
245,0.7731757283210754,1.0,1.2104586648499527,0.0
247,0.7164389789104462,0.8659055233001709,2.2376857541775372,1.9744802031659006
249,0.7655554175376892,1.0,1.0527321471025695,0.0
250,0.7869954526424408,1.0,1.293778736669188,0.0
251,0.9412908057371775,0.9966115951538086,1.2183694649082697,0.30333369894184237
252,0.9309798356210977,0.995324432849884,1.4362367150988553,0.39191311714511046
253,0.939815206023363,1.0,1.2225517422212555,0.0
254,0.9323943763533059,1.0,1.0975919341802187,0.0
255,0.9196888017742073,1.0,1.3211670060783618,0.0
256,0.932517493313009,1.0,1.3345799574050778,0.0
259,0.9808966517448425,1.0,0.5902628868586534,0.0
260,0.9338520340183202,1.0,0.8818735257540642,0.0
261,0.8460380049312816,1.0,1.635233452213152,0.0
262,0.7365583759896895,1.0,2.0210594536865023,0.0
263,0.7365583759896895,1.0,2.0210594536865023,0.0
265,0.8618165525523099,0.9600017070770264,1.5770512662282137,0.39124348668691383
268,0.9169803460439047,1.0,1.432330558185554,0.0
269,0.8106370156719571,0.8746572136878967,1.7870838203129427,0.9348052406873868
270,0.8106370156719571,0.8746572136878967,1.7870838203129427,0.9348052406873868
272,0.7880826766292254,1.0,1.4742629124288091,0.0
273,0.7805857459704081,0.9876461029052734,1.743192741390348,0.4463024984103212
274,0.8051761239767075,0.8848203420639038,1.617641124529622,1.0888339425765048
275,0.9451818615198135,0.9812989830970764,0.6767755845409055,0.6197292520715821
276,0.4677021883282007,1.0,3.1663274844097464,0.0
277,0.8804014929953743,1.0,1.74251468024007,0.0
278,0.7403774283388082,0.857472836971283,2.5242724050473235,1.5586315137151174
279,0.9036645398420446,0.9928414225578308,1.4160029547272883,0.17041488775474795
280,nan,nan,1.7814543444265334,0.0
281,0.7573080872867834,1.0,2.0138933366409955,0.0
282,0.7832472920816212,1.0,1.6373292222753304,0.0
283,0.8462219913216198,1.0,1.4839694450707621,0.0
285,0.4251956377775615,1.0,2.835507064585013,0.0
286,0.8919180035591125,0.9645096659660339,1.038347852228938,0.3475181067189851
287,0.8449437320232391,0.9055041670799255,1.425204657965796,0.8126427875544043
288,0.8011529119685292,1.0,1.4947498161654236,0.0
289,0.7688297510147095,1.0,1.267794450606112,0.0
290,0.7417911291122437,1.0,0.8157095444493159,0.0
291,0.9900002479553223,1.0,0.2554124202767185,0.0
292,0.9270231525103251,1.0,0.5272123979610427,0.0
293,0.7478862702846527,0.7977735996246338,1.4121522340827846,1.374299346855599
294,0.8701385110616684,1.0,0.9753480328877702,0.0
295,0.6917728583017985,0.8207091093063354,1.571638284949156,1.075142325263989
296,0.6917728583017985,0.8207091093063354,1.571638284949156,1.075142325263989
298,0.672344935360459,1.0,2.5162580032770707,0.0
299,0.7611115794432791,0.8106632232666016,1.6388809668099045,1.3403943086515282
300,0.8426675208305058,0.9328565001487732,1.5433782298341556,0.44212562445188036
301,0.7883242407911702,0.8539735078811646,1.8131728926271726,1.2314918660982748
302,0.8556958138942719,0.9561269283294678,1.2778461686896714,0.5651575776660143
303,0.8549709729850292,1.0,1.2019911189813193,0.0
305,0.8621575848923789,1.0,1.1244435229277174,0.0
306,0.8889719694852829,1.0,0.9790492130735492,0.0
307,0.8633154366603669,1.0,1.5050256032286602,0.0
309,0.8858740271975816,1.0,1.6879902326364955,0.0
310,0.7513382474058553,0.8263564109802246,2.62915154199001,2.044908883171425
311,0.8968585909981477,0.9488726854324341,1.8721323860998544,1.132148177458137
312,0.9456501022765511,1.0,1.3098174552520374,0.0
313,0.6671844586730004,0.8005896210670471,2.5122044355713102,1.274151718262666
314,0.7534696593880653,1.0,2.039584510258912,0.0
315,0.6856203327576319,0.8409234881401062,2.2840031021761726,1.2590377983415444
317,0.9282055830254274,1.0,1.2672142478744348,0.0
318,0.9282055830254274,1.0,1.2672142478744348,0.0
319,0.9498881101608276,1.0,0.8915165774192727,0.0
320,0.20174924582242965,0.28111374378204346,2.847172972535891,2.391743438429659
321,0.7538890600204468,1.0,1.2402322750976906,0.0
322,0.7917193949222565,1.0,1.1581791524053893,0.0
323,0.9226143328363404,1.0,1.3031152353119273,0.0
324,0.7904535014067452,0.870902955532074,2.145352334512951,1.1074215025334222
325,0.8231278874538018,1.0,1.7923562763238072,0.0
326,0.8988506884167069,1.0,1.1305471197811796,0.0
327,0.8891899240644354,1.0,1.6401355282253949,0.0
328,0.8553240150213242,1.0,1.8615271852425788,0.0
329,0.9277731377412292,1.0,1.146635382011617,0.0
330,0.9239185924331347,1.0,1.1393744642648345,0.0
331,0.7822243452072144,1.0,0.9949236637172023,0.0
332,0.7704217433929443,1.0,1.2209358569902091,0.0
333,0.7888505280017852,1.0,1.1757946836106963,0.0
334,0.9296091777436873,1.0,1.4496630380928404,0.0
335,0.8231278874538018,1.0,1.7923562763238072,0.0
336,0.8977031184915911,0.9902432560920715,2.0524167808378833,0.5037117522640248
337,0.9059338114763561,1.0,1.8446723064758341,0.0
338,0.8553240150213242,1.0,1.8615271852425788,0.0
341,0.8904533651140001,1.0,0.9802882600841792,0.0
342,0.8817993752000963,0.9206547737121582,1.5203795329398968,0.6599128076313189
343,0.9294733242953525,1.0,1.520755297793281,0.0
344,0.8831531436957977,1.0,1.936962914414596,0.0
345,0.8891899240644354,1.0,1.6401355282253949,0.0
347,0.9060251896197979,1.0,1.5839611024965303,0.0
348,0.7623632363975048,1.0,2.1543466165011482,0.0
349,0.7272012683690763,1.0,3.0389193846344393,0.0
352,0.8594482231772307,1.0,2.0704851681155425,0.0
353,0.8594799021428282,1.0,1.808760719419194,0.0
354,0.8731911065000476,1.0,2.3806877464113936,0.0
355,0.9236538624152159,1.0,1.5354380014316211,0.0
356,0.8389022530931415,0.9057450890541077,1.7173441113488621,1.0006414352517785
357,0.8230214104765937,1.0,1.3281435971112463,0.0
359,0.9061672768809579,1.0,1.1508240946038124,0.0
360,0.9061672768809579,1.0,1.1508240946038124,0.0
361,0.693960703270776,0.8295513391494751,2.428653451111177,1.4071385510462084
362,0.8221726773040635,1.0,2.1508151087444842,0.0
363,0.298588030236332,0.37410226464271545,3.746643734520428,3.254986868558624
364,0.901600943976327,1.0,1.204544444499893,0.0
366,0.4017617400321696,0.4746791124343872,4.17676834221513,3.608880135478465
367,0.8904533651140001,1.0,0.9802882600841792,0.0
368,0.9317410728510689,1.0,1.3365381105097591,0.0
369,0.8464850875249518,1.0,1.6104367692163604,0.0
371,0.8190354071557522,1.0,1.5771787883373016,0.0
372,0.7705709089835485,1.0,1.7060439905953846,0.0
373,0.8889719694852829,1.0,0.9790492130735492,0.0
375,0.9317410728510689,1.0,1.3365381105097591,0.0
376,0.861559684662258,1.0,1.7175954751937603,0.0
377,0.7793506267754471,0.8408020734786987,2.366949777861481,1.5974614405275198
378,0.861559684662258,1.0,1.7175954751937603,0.0
379,0.8570457012905424,1.0,2.3954241269936216,0.0
380,0.6429415546062234,1.0,2.3865538254679035,0.0
381,0.8570457012905424,1.0,2.3954241269936216,0.0
382,0.8962321901007703,1.0,1.386718105581449,0.0
384,0.8939988056295797,1.0,1.3606912090696344,0.0
385,0.8302373103797436,1.0,1.5740188247847038,0.0
386,0.9295787177249497,0.9946709871292114,1.326044574867292,0.4156834594632645
387,0.9279908581691629,1.0,1.2133409572067417,0.0
390,0.34254396341594995,0.4378161132335663,3.1734985443644166,2.431136228195582
391,0.5507630787643731,1.0,3.0561672157952557,0.0
393,0.6981745669070412,0.9061786532402039,1.8149616803448148,0.9945958047485849
394,0.7988285768557998,1.0,1.5292814779750161,0.0
396,nan,nan,1.5080750260288092,0.0
397,nan,nan,2.375167542296036,1.8384446862545607
398,0.5662082549598482,0.6579325795173645,1.9693946617491056,1.4774861105216306
400,0.8904533651140001,1.0,0.9802882600841792,0.0
401,0.8317981432465946,0.9828652739524841,1.8652097469131665,0.26957707879071696
403,0.8464850875249518,1.0,1.6104367692163604,0.0
404,0.7102175817677849,0.7379437685012817,2.723904807469595,2.2106262330270554
405,0.6601741204136297,0.7219291925430298,2.727953168444008,2.2931513618886092
406,0.9343064239150599,1.0,1.703604048596817,0.0
408,0.9234110247343779,1.0,1.4361769062097556,0.0
409,0.866954491001919,1.0,1.943504350221458,0.0
410,0.9378029657037634,1.0,1.4023999887113525,0.0
411,0.653752213245944,0.7200343012809753,2.7238757715532333,1.8314070151221842
412,0.9402571226421156,0.9932728409767151,1.2903529591562024,0.3348461977666225
413,0.8190354071557522,1.0,1.5771787883373016,0.0
416,0.9234110247343779,1.0,1.4361769062097556,0.0
417,0.8858740271975816,1.0,1.6879902326364955,0.0
418,0.9251967712975385,1.0,1.3925997495208988,0.0
419,0.6553929150104523,0.7247089147567749,2.1523922702247407,1.5904093749425863
420,0.7705709089835485,1.0,1.7060439905953846,0.0
421,0.8592614009976387,1.0,1.8541486952176187,0.0
422,0.7796422495291784,0.8490152359008789,1.4441014881492693,1.1947689222135573
423,0.8476950434538034,0.9698755145072937,1.6122767671092753,0.664142989666481
426,0.8666875856545042,1.0,1.3173420456809017,0.0
427,0.5372688556951574,0.603265643119812,2.7310176459327833,2.0017130553672766
428,0.9251967712975385,1.0,1.3925997495208988,0.0
429,0.8558995649218559,1.0,1.6701965440638915,0.0
430,0.6702202533682188,0.8084907531738281,1.8406171259799031,0.8858968001879202
431,0.9250581809045637,1.0,1.3698242832771546,0.0
432,0.8857945634404993,0.98826664686203,1.639022678598972,0.49905512332574975
433,0.9251967712975385,1.0,1.3925997495208988,0.0
434,0.8190354071557522,1.0,1.5771787883373016,0.0
435,0.9249359573073247,1.0,1.4175375601483242,0.0
436,0.8555566226070673,0.9837325215339661,2.02958875431145,0.6376904740670059
438,0.6429415546062234,1.0,2.3865538254679035,0.0
439,0.9092117563674325,1.0,1.61692176927736,0.0
440,0.8549709729850292,1.0,1.2019911189813193,0.0
441,0.9291874500101104,1.0,1.3395947196617668,0.0
442,0.7891345423223689,1.0,1.834993839689209,0.0
443,0.9362839413316626,0.9918919801712036,1.2629695807159662,0.2821104905461692
444,0.9343064239150599,1.0,1.703604048596817,0.0
445,nan,nan,inf,inf
446,0.8553240150213242,1.0,1.8615271852425788,0.0
447,0.7925370708107948,1.0,1.5114003204257067,0.0
448,0.8444146166245142,1.0,1.8748710374597284,0.0
449,0.7585509442366086,0.8671766519546509,1.853815350104862,1.1680855574327178
450,0.7264860662130209,0.8323135375976562,1.9381895647838818,1.696685356866907
452,0.864587762289577,1.0,1.0222313414162858,0.0
453,0.9250581809045637,1.0,1.3698242832771546,0.0
454,0.8858740271975816,1.0,1.6879902326364955,0.0
455,0.918153311338341,1.0,1.5341778489966087,0.0
456,0.9251967712975385,1.0,1.3925997495208988,0.0
460,0.7998054102063179,1.0,1.3004720934818426,0.0
461,0.7619121869405111,1.0,1.5367907018988436,0.0
462,0.9235286841935971,1.0,1.2664466521800983,0.0
464,0.88579840426403,1.0,1.6069484852505111,0.0
465,0.8623655775659963,1.0,1.2030060952139647,0.0
467,0.8553240150213242,1.0,1.8615271852425788,0.0
468,0.7925370708107948,1.0,1.5114003204257067,0.0
470,0.8786939429609399,1.0,1.610484195185917,0.0
471,0.9059338114763561,1.0,1.8446723064758341,0.0
472,0.9092117563674325,1.0,1.61692176927736,0.0
474,0.9190798138870913,1.0,1.0920645889479992,0.0
475,0.9168020469300887,1.0,1.3316779344621328,0.0
476,0.9456501022765511,1.0,1.3098174552520374,0.0
479,0.8933030691216973,0.9928863644599915,1.2041254857288246,0.3947519535449452
480,0.9343064239150599,1.0,1.703604048596817,0.0
483,0.9531354985453866,0.9926244616508484,1.3724923995435792,0.3844922535985555
484,0.951301322741942,0.9892498254776001,1.1027242912436155,0.696833510636524
485,0.8754773706782097,1.0,1.1657208355348325,0.0
486,0.9190798138870913,1.0,1.0920645889479992,0.0
487,0.8828282889566923,1.0,1.4591324063853965,0.0
489,0.8678193493531301,0.9517532587051392,1.8209698897208,0.2355348518064723
490,0.7184178771880957,0.7965742945671082,2.8609074385296505,2.3719274719517593
492,0.82513073554226,0.877344012260437,1.95454508159469,1.4415239330183967
493,0.31417831778526306,0.3604482412338257,3.6707991126489636,3.263993605085649
494,0.8855366468952414,1.0,1.4307944965739743,0.0
495,0.9251967712975385,1.0,1.3925997495208988,0.0
496,0.9094439195959192,1.0,1.614507549563193,0.0
498,0.8779404732314023,0.9035802483558655,1.464147089584992,0.9621437657410876
500,0.9503653889352625,0.9925596117973328,1.462513136719417,0.44221929847204694
501,0.8505927075577133,1.0,1.4691880169156004,0.0
502,0.8710184028627825,0.9719322323799133,1.268079071113625,0.3532882387284016
503,0.8663931068252114,1.0,1.5383127160086887,0.0
504,0.9314834233008179,1.0,1.3230004616303386,0.0
505,0.9380712310473124,0.9575318098068237,0.7939161519053838,0.3008761716257783
507,0.8892708394457313,1.0,1.5053525950029765,0.0
508,0.4677021883282007,1.0,3.1663274844097464,0.0
509,0.7880697763141464,1.0,1.7102509386982956,0.0
510,0.7372990075279685,1.0,2.0227491940386604,0.0
511,0.878958255490836,1.0,1.6952087121647295,0.0
512,0.6860690392992076,0.7950100898742676,2.0647944679385195,1.1441681161759973
513,nan,nan,1.6149894162688394,0.0
514,0.8688470617312343,1.0,1.9248184639998074,0.0
515,0.7680916125033083,1.0,2.3546619832730706,0.0
516,0.8967655169613221,1.0,1.5501374970234167,0.0
521,0.9333559304475785,1.0,0.8062817847888357,0.0
523,nan,nan,inf,inf
524,0.8990916758775711,0.9350795149803162,1.6006243226243289,1.166011423561263
525,0.87015968941006,1.0,1.3250590687604493,0.0
527,0.7954402089118957,1.0,1.3446900618720385,0.0
528,0.7476231336593628,1.0,1.2828946864781665,0.0
529,0.8852861528010929,1.0,1.1571950318942696,0.0
530,0.9242521251241366,0.9773617386817932,1.1077190457609711,0.4288277121967623
531,0.9456015210598707,1.0,0.8952182076989145,0.0
532,0.7762091875076294,1.0,0.9311702693774105,0.0
534,0.7744955480098724,1.0,1.372739099402929,0.0
535,0.8876452779068666,1.0,1.2969871715598238,0.0
536,0.8856754439572493,0.9830299019813538,1.2613851370234075,0.548156824678814
537,0.7585744857788086,1.0,1.169105045951969,0.0
538,0.8041757822036744,0.9626872539520264,0.943720431477703,0.4760772447509849
539,0.87015968941006,1.0,1.3250590687604493,0.0
540,0.9463426563888788,1.0,0.8963176347275467,0.0
541,0.7615165829658508,1.0,0.9505184454314867,0.0
543,0.780881655216217,1.0,0.7896164671930606,0.0
544,0.8854352021042038,1.0,1.1841875461954787,0.0
545,0.7488934143135945,0.7930334806442261,2.182919080670978,1.6732766896703322
546,0.9430989529937506,1.0,0.9981591644556297,0.0
550,0.44027831852436067,0.6182546019554138,1.8531922250361155,1.213611651790663
551,0.87015968941006,1.0,1.3250590687604493,0.0
552,0.9430989529937506,1.0,0.9981591644556297,0.0
553,0.7897487163543702,1.0,1.429919910780717,0.0
554,0.7869954526424408,1.0,1.293778736669188,0.0
555,0.8878348084057078,1.0,1.2124823051989373,0.0
556,0.9071956382443508,1.0,0.8058420168281327,0.0
557,0.6775450929999352,0.7309615612030029,1.8843885190097658,1.5987200956030891
558,0.6276495851138059,0.7261929512023926,2.249115817779138,1.3143416502722036
560,0.6276495851138059,0.7261929512023926,2.249115817779138,1.3143416502722036
561,0.7897487163543702,1.0,1.429919910780717,0.0
562,0.7708985269069671,1.0,0.786269005726585,0.0
563,0.7708985269069671,1.0,0.786269005726585,0.0
564,0.9297221916563371,1.0,1.25853238720871,0.0
565,0.942201154306531,1.0,1.1413630292430574,0.0
566,0.7743290305137634,1.0,1.527140430925845,0.0
567,0.6003589868545532,0.860247015953064,1.0477046195348976,0.5113954515438878
568,0.87015968941006,1.0,1.3250590687604493,0.0
569,0.9429702162742615,1.0,1.0953534470523902,0.0
570,0.7655554175376892,1.0,1.0527321471025695,0.0
571,0.7612310290336609,1.0,0.9461783648579166,0.0
572,0.8854352021042038,1.0,1.1841875461954787,0.0
