"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"	"Trace"
"872"	"Frag: Wo ist Madame Tussauds?"	"user-45_2014-11-19_11-50-52_utt_079.wav"	"where is madame hairdryer"	"where is madame tussauds*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"903"	"Frag: eine L"	"user-45_2014-11-19_11-50-52_utt_118.wav"	"jeans"	"big"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"923"	"Frag: eine Scotch Broth"	"user-45_2014-11-19_11-50-52_utt_143.wav"	"i'd like a orange row"	"i'd like a scotch brow*z"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"938"	"Sag: Ich habe keine Reservation"	"user-45_2014-11-19_11-50-52_utt_162.wav"	"no i haven't got a reservation"	"no i haven't a reservation"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"954"	"Sag: Ich habe keine Reservation"	"user-45_2014-11-19_11-50-52_utt_187.wav"	"no i haven't got a reservation"	"no i haven't a reservation"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"986"	"Sag: Ich möchte um 12 Uhr morgen abreisen"	"user-45_2014-11-19_11-50-52_utt_230.wav"	"i want to leave at five o'clock am"	"i want to leave at twelve o'clock a m"	"incorrect"	"incorrect"	"M: 2-2 H: 1-2"
"1002"	"Frag: ein Ticket nach Notting Hill"	"user-45_2014-11-19_11-50-52_utt_254.wav"	"i'd like a ticket to notting hill"	"i'd like a ticket to nothing hill"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1003"	"Frag: ein Ticket nach Notting Hill"	"user-45_2014-11-19_11-50-52_utt_255.wav"	"i'd like a ticket to notting boots"	"i'd like a ticket to nothing hill"	"correct"	"correct"	"M: 1-3 H: 2-1"
"1028"	"Frag: 4 Tickets für Wicked"	"user-45_2014-11-19_11-50-52_utt_289.wav"	"i would like four tickets for boots please"	"i'd like four tickets for wicked*z"	"incorrect"	"incorrect"	"M: 3-1 H: 1-2"
"1037"	"Frag: Ticket für dieses Musical"	"user-45_2014-11-19_11-50-52_utt_301.wav"	"i'd like tickets for the musical"	"i'd like tickets for that musical"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"1044"	"Frag: ein Ticket für Samstagabend"	"user-45_2014-11-19_11-50-52_utt_310.wav"	"i'd like a ticket for saturday evening"	"i'd a ticket for saturday evening"	"correct"	"correct"	"M: 2-2 H: 2-1"
"1047"	"Frag: ein Ticket für Wicked"	"user-45_2014-11-19_11-50-52_utt_314.wav"	"a ticket for wicked"	"a ticket for wicked*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"1060"	"Sag: Ich warte auf das bestellte Essen"	"user-45_2014-11-19_11-50-52_utt_332.wav"	"i want four the ordered food"	"i'm waiting for the ordered food"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1062"	"Sag: Ich warte auf das bestellte Essen"	"user-45_2014-11-19_11-50-52_utt_334.wav"	"i need three tickets for the bar red boots"	"i'm waiting for the ordered food"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1070"	"Frag: einen Tee"	"user-45_2014-11-19_11-50-52_utt_345.wav"	"i'd like a please"	"i'd like a tee*v"	"correct"	"correct"	"M: 3-1 H: 2-1"
"1074"	"Frag: ein Steak"	"user-45_2014-11-19_11-50-52_utt_350.wav"	"i would like a suite"	"i like the steak"	"correct"	"correct"	"M: 2-2 H: 2-1"
"1126"	"Frag: Wo ist die Tate Modern?"	"user-45_2014-11-19_11-50-52_utt_424.wav"	"where is the tate modern"	"where is tate modern"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"1137"	"Frag: ein violettes Hemd"	"user-45_2014-11-19_11-50-52_utt_439.wav"	"i'd like blue shirt"	"i'd like the violet*z shirt"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1138"	"Frag: ein violettes Hemd"	"user-45_2014-11-19_11-50-52_utt_440.wav"	"i'd like to buy white shirt"	"i'd like the violet shirt"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1139"	"Frag: ein violettes Hemd"	"user-45_2014-11-19_11-50-52_utt_441.wav"	"i'd like a like shirt"	"i'd like a violet*z shirt"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1148"	"Frag: ein gelbes T-Shirt"	"user-45_2014-11-19_11-50-52_utt_454.wav"	"i'd like a yellow tee shirt"	"i'd like a uh yellow shirt"	"incorrect"	"incorrect"	"M: 2-2 H: 1-2"
"1154"	"Sag du möchtest nicht: dieses T-Shirt"	"user-45_2014-11-19_11-50-52_utt_461.wav"	"i'd like i don't like the tee shirt"	"i'd like i don't like this t-shirt"	"correct"	"correct"	"M: 2-2 H: 2-1"
"1204"	"Sag: Ich gehe in die Ferien"	"user-45_2014-11-19_16-32-57_utt_050.wav"	"i go on vacation"	"i go on vacation"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1228"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-45_2014-11-19_16-32-57_utt_085.wav"	"i like to pay by mastercard"	"i have to pay by mastercard"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"1233"	"Sag: Ich möchte mit Euros bezahlen"	"user-45_2014-11-19_16-32-57_utt_096.wav"	"can i pay with euros"	"can i pay with euros*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"1302"	"Sag: Ich gehe in die Ferien"	"user-46_2014-11-09_13-24-17_utt_034.wav"	"i am going on holidays"	"i'm going on holiday"	"correct"	"correct"	"M: 1-3 H: 2-1"
"1361"	"Frag: Gibt es einen Lift?"	"user-46_2014-11-09_13-24-17_utt_120.wav"	"is there a lift"	"is there a lift*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"1362"	"Frag: Wo ist der Lift?"	"user-46_2014-11-09_13-24-17_utt_121.wav"	"where is the lift"	"where is the lift*z"	"correct"	"correct"	"M: 3-1 H: 2-1"
"1389"	"Frag: Ich möchte die Dessertkarte"	"user-46_2014-11-09_13-24-17_utt_159.wav"	"i want the dessert card"	"i want the desert card"	"correct"	"correct"	"M: 1-3 H: 2-1"
"1547"	"Frag: Ich möchte die Dessertkarte"	"user-48_2014-11-14_15-39-25_utt_016.wav"	"the dessert menu"	"the desert menu"	"correct"	"correct"	"M: 1-3 H: 2-1"
"1548"	"Frag: Rhabarberkuchen"	"user-48_2014-11-14_15-39-25_utt_017.wav"	"i would like the rhubarb pie"	"i would like the rhubarb*z pie"	"correct"	"correct"	"M: 2-2 H: 2-1"
"1629"	"Frag: Junior Suite"	"user-51_2014-11-03_14-37-59_utt_004.wav"	"junior suite"	"ggg junior suite*z"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"1643"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-51_2014-11-10_16-11-09_utt_009.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"	"M: 3-1 H: 2-1"
"1667"	"Frag: Wo ist das Schwimmbad?"	"user-51_2014-11-10_16-11-09_utt_047.wav"	"where is the national swimming pool"	"where is the indoor swimming pool"	"correct"	"correct"	"M: 1-3 H: 2-1"
"1720"	"Sag: Ich heisse Andrew"	"user-51_2014-11-10_16-11-09_utt_124.wav"	"my name is andy"	"my name is andrei"	"incorrect"	"incorrect"	"M: 3-1 H: 1-2"
"1736"	"Sag: Ich möchte in der zehnten Reihe sitzen"	"user-51_2014-11-10_16-11-09_utt_145.wav"	"i would like to sit in the tenth row"	"i would like to sit in the tenth room"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"1740"	"Frag: ein Steak"	"user-51_2014-11-10_16-11-09_utt_152.wav"	"i would like the steak"	"i would like a steak*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"1741"	"Frag: mein Steak medium"	"user-51_2014-11-10_16-11-09_utt_153.wav"	"i would like my steak medium"	"i would like my steak*z medium"	"correct"	"correct"	"M: 2-2 H: 2-1"
"1745"	"Frag: Vanilleglace"	"user-51_2014-11-10_16-11-09_utt_157.wav"	"could i have the vanilla ice cream"	"could i have the vanille*v ice cream"	"correct"	"correct"	"M: 3-1 H: 2-1"
"1746"	"Frag: Vanilleglace"	"user-51_2014-11-10_16-11-09_utt_158.wav"	"could i have could i have the vanilla ice cream"	"could i have could i have the vanille*v ice cream"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"1776"	"Frag: Gibt es einen Lebensmittelladen?"	"user-51_2014-11-10_16-11-09_utt_209.wav"	"is there a green trousers"	"is there a greengrocer"	"incorrect"	"incorrect"	"M: 1-3 H: 1-2"
"1801"	"Frag: Wo ist der Tower?"	"user-51_2014-11-10_16-11-09_utt_244.wav"	"can you give interconnections to the tower of london"	"can you give me the directions to the tower of london"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"1817"	"Sag: Deutschland ist in Europa"	"user-51_2014-11-16_15-47-21_utt_019.wav"	"germany is in europe"	"german is in europe"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"1881"	"Frag: ein Wasser mit Kohlensäure"	"user-51_2014-11-16_15-54-14_utt_101.wav"	"i would like tomorrow water"	"i would like a mineral water"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"1888"	"Frag: Ich möchte die Rechnung"	"user-51_2014-11-16_15-54-14_utt_108.wav"	"i would like the bill i would like a sweatshirt"	"i would like the bill i would like the clerk"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"1924"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-56_2014-11-06_16-32-06_utt_007.wav"	"i would like to pay with post card"	"i would like to pay by*z post card"	"correct"	"correct"	"M: 2-2 H: 2-1"
"1949"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-56_2014-11-06_16-32-06_utt_042.wav"	"i would buy with a credit card"	"i would like to pay with mastercard credit card"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"1986"	"Frag: 4 Tickets für Freitagabend"	"user-57_2014-10-24_17-52-51_utt_037.wav"	"four tickets for at friday afternoon"	"four tickets for uh friday afternoon"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"2023"	"Frag: eine L"	"user-57_2014-10-24_17-52-51_utt_086.wav"	"i am a large"	"i am a large*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2029"	"Sag: Ich habe 4 jüngere Schwestern"	"user-57_2014-10-24_17-52-51_utt_098.wav"	"i have four younger sisters"	"i have four young sister"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2049"	"Sag: Die Hauptstadt von Portugal ist Lissabon"	"user-57_2014-10-25_10-33-52_utt_013.wav"	"the capital of portugal is lisbon"	"the capital of portugal is lissabon*v"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2060"	"Frag: 2 Tickets für Montagabend"	"user-57_2014-10-25_10-33-52_utt_028.wav"	"two tickets for monday afternoon please"	"two tickets for monday afternoon please"	"incorrect"	"incorrect"	"M: 3-1 H: 1-2"
"2099"	"Frag: eine L"	"user-57_2014-10-25_10-33-52_utt_079.wav"	"i am a large"	"i'm a large*z"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2106"	"Frag: Gibt es ein Hotelrestaurant?"	"user-57_2014-10-25_10-33-52_utt_095.wav"	"is there a hotel restaurant"	"is there a a restaurant"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2131"	"Sag: Ich möchte in der achten Reihe sitzen"	"user-57_2014-10-30_18-43-25_utt_026.wav"	"i want to sit in the eighth row"	"i want to sit in the eight row"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2145"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-10-30_18-43-25_utt_044.wav"	"can i pay with visa"	"can i pay with visa"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2148"	"Frag: Wo ist der Tower?"	"user-57_2014-10-30_18-43-25_utt_049.wav"	"can you give me a ticket to the tower of london"	"can you give me the directions to the tower of london"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2178"	"Sag: Die Hauptstadt von Portugal ist Lissabon"	"user-57_2014-11-03_11-23-59_utt_024.wav"	"the capital of portugal is lisbon"	"the capital of portugal is lissabon*v"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2237"	"Sag: Ich bin aus Irland"	"user-57_2014-11-06_11-36-06_utt_029.wav"	"i am from ireland"	"i'm from ireland*z"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2245"	"Sag: Ich gehe in die Ferien"	"user-57_2014-11-06_11-47-15_utt_010.wav"	"i am going on holidays"	"i'm going on holidays"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"2259"	"Sag: Ich möchte mit Pfund bezahlen"	"user-57_2014-11-06_16-53-24_utt_016.wav"	"can i pay with pounds"	"can i pay with pounds*z"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2284"	"Frag: Wo ist das Science Museum?"	"user-57_2014-11-06_16-53-24_utt_047.wav"	"where is the science museum"	"where is the science*z museum"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2307"	"Frag: Zimmer für 4 Nächte"	"user-57_2014-11-07_11-18-23_utt_004.wav"	"a room for four nights"	"room for four nights"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2321"	"Sag: Ich habe 4 ältere Brüder"	"user-57_2014-11-07_11-18-23_utt_023.wav"	"i have four young older brothers"	"i have four year older brothers"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2325"	"Frag: ein Ticket nach Notting Hill"	"user-57_2014-11-07_11-18-23_utt_029.wav"	"i would like a twin a ticket to notting hill"	"i would like a tick*a a ticket to notting*z hill"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2327"	"Sag: Ich möchte mit Euros bezahlen"	"user-57_2014-11-07_11-18-23_utt_031.wav"	"can i pay with euros"	"can i pay with euro*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2347"	"Frag: Wo ist Piccadilly Circus?"	"user-57_2014-11-07_11-18-23_utt_062.wav"	"where is the piccadilly circus"	"where is the piccadilly circus*z"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"2370"	"Sag: Ich möchte mit Euros bezahlen"	"user-57_2014-11-08_08-52-04_utt_008.wav"	"can i pay with euros"	"can i pay with euro*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2386"	"Frag: ein Ticket zum Trafalgar Square"	"user-57_2014-11-08_08-52-04_utt_031.wav"	"i would like a ticket to trafalgar card"	"i would like a ticket to trafalgar*z scar"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2397"	"Frag: Tickets für das London Eye"	"user-57_2014-11-08_08-52-04_utt_044.wav"	"i would like tickets for london eye"	"i would like tickets for london eye"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2403"	"Frag: meinen Sonntagsbraten medium"	"user-57_2014-11-08_08-52-04_utt_053.wav"	"i would like my sunday roast medium i would like my sunday roast"	"i would like my sunday roast medium i would like my sunday roast"	"correct"	"correct"	"M: 2-2 H: 2-1"
"2435"	"Sag: Die Hauptstadt von Portugal ist Lissabon"	"user-57_2014-11-08_08-52-04_utt_098.wav"	"the capital of portugal is lisbon"	"the capital of portugal is lissabon*v"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2472"	"Frag: meinen Sonntagsbraten rare"	"user-57_2014-11-10_16-20-38_utt_049.wav"	"i would like my sunday roast rare"	"i would like my sunday roast rare*z"	"correct"	"correct"	"M: 3-1 H: 2-1"
"2539"	"Frag: meinen Hamburger rare"	"user-57_2014-11-11_16-55-24_utt_054.wav"	"i would like my hamburger card"	"i would like my hamburger rare*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2546"	"Frag: Wo ist Piccadilly Circus?"	"user-57_2014-11-11_16-55-24_utt_063.wav"	"where is the piccadilly circus"	"where is the piccadilly circus*z"	"incorrect"	"correct"	"M: 1-3 H: 1-2"
"2569"	"Frag: Gibt es einen Lift?"	"user-57_2014-11-12_11-54-21_utt_011.wav"	"is there an elevator"	"is there a elevator"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2602"	"Sag: Ich möchte am Donnerstagabend gehen"	"user-57_2014-11-12_11-54-21_utt_058.wav"	"i would like to go on saturday museum"	"i would like to go on thirty evening"	"incorrect"	"incorrect"	"M: 2-2 H: 1-2"
"2609"	"Frag: eine Limonade"	"user-57_2014-11-12_11-54-21_utt_067.wav"	"i would like a lemonade"	"i would like a limonade*v"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
"2646"	"Sag: Die Hauptstadt von Portugal ist Lissabon"	"user-57_2014-11-13_18-25-35_utt_022.wav"	"the capital of portugal is lisbon"	"the capital of portugal is lissabon*v"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2660"	"Frag: 2 Tickets für das Phantom der Oper"	"user-57_2014-11-13_18-25-35_utt_041.wav"	"i would like two tickets for the phantom of water"	"i would like two tickets for the phantom of the oper*v"	"incorrect"	"correct"	"M: 2-2 H: 1-2"
"2666"	"Frag: ein Steak"	"user-57_2014-11-16_12-20-12_utt_003.wav"	"i would like steak"	"i would like steak*z"	"incorrect"	"correct"	"M: 3-1 H: 1-2"
