"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"	"Trace"
"28"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_007.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"29"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_008.wav"	"i"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"30"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_009.wav"	"i"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"31"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_010.wav"	"i"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"32"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_011.wav"	"please"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"33"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_012.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"34"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_013.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"35"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_014.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"36"	"Sag: Ich habe keine Reservation"	"user-265_2014-12-17_06-47-14_utt_015.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"37"	"Sag: Mir geht es gut"	"user-265_2014-12-17_06-47-14_utt_017.wav"	"i"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"38"	"Sag: Mir geht es gut"	"user-265_2014-12-17_06-47-14_utt_018.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"39"	"Sag: Mir geht es gut"	"user-265_2014-12-17_06-47-14_utt_019.wav"	"please"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"40"	"Sag: Mir geht es gut"	"user-265_2014-12-17_06-47-14_utt_020.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"41"	"Sag: Mir geht es gut"	"user-265_2014-12-17_06-47-14_utt_021.wav"	"room"	"xxx"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"42"	"Sag: Mir geht es gut"	"user-265_2014-12-17_06-47-14_utt_022.wav"	""	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"43"	"Frag: Zimmer für 2 Nächte"	"user-260_2014-11-25_07-50-55_utt_011.wav"	"a room for two nights"	"a room for two nights"	"correct"	"correct"	"M: 4-0 H: 0-0"
"44"	"Frag: Twinzimmer"	"user-260_2014-11-25_07-50-55_utt_012.wav"	"yes"	"yes"	"incorrect"	"incorrect"	"M: 1-3 H: 0-3"
"45"	"Sag: Ich habe keine Reservation"	"user-260_2014-12-10_06-56-11_utt_002.wav"	"i"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"46"	"Sag: Ich habe keine Reservation"	"user-260_2014-12-10_06-56-11_utt_003.wav"	"i have no reservation red reservation"	"i have no reserv*a reservation"	"correct"	"correct"	"M: 3-1 H: 3-0"
"48"	"Sag: Ich habe keine Reservation"	"user-260_2014-12-10_06-56-11_utt_005.wav"	"i have no reservation"	"i have no reservation"	"correct"	"correct"	"M: 4-0 H: 3-0"
"49"	"Sag: Ich habe keine Reservation"	"user-260_2014-12-10_06-56-11_utt_006.wav"	"small"	"xxx"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"51"	"Sag: Ich heisse Silvia"	"user-260_2014-12-10_06-56-11_utt_009.wav"	"my name is silvia"	"my name is silvia"	"correct"	"correct"	"M: 4-0 H: 0-0"
"52"	"Sag: Ich bin aus der Schweiz"	"user-260_2014-12-10_06-56-11_utt_010.wav"	"i'm from switzerland"	"i'm from switzerland"	"correct"	"correct"	"M: 4-0 H: 3-0"
"53"	"Sag: Die Hauptstadt von der Schweiz ist Bern"	"user-260_2014-12-10_06-56-11_utt_011.wav"	"the"	"the"	"incorrect"	"incorrect"	"M: 1-3 H: 0-3"
"54"	"Sag: Die Hauptstadt von der Schweiz ist Bern"	"user-260_2014-12-10_06-56-11_utt_012.wav"	"the capital from switzerland is dirty"	"the capital from switzerland is bern"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"55"	"Sag: Ich habe 4 Brüder"	"user-260_2014-12-10_06-56-11_utt_013.wav"	"i have four boots"	"i have four brothers"	"correct"	"correct"	"M: 4-0 H: 3-0"
"56"	"Sag: Ich gehe in die Ferien"	"user-260_2014-12-10_06-56-11_utt_014.wav"	"i go into holidays i going to holidays"	"i go in the holidays i go in the holidays"	"incorrect"	"incorrect"	"M: 1-3 H: 0-3"
"60"	"Frag: ein Ticket nach Notting Hill"	"user-260_2014-12-10_06-56-11_utt_020.wav"	"i need a ticket to notting hill"	"i need a ticket to notting hill"	"correct"	"correct"	"M: 4-0 H: 0-0"
"61"	"Sag: Ich möchte mit Visa bezahlen"	"user-260_2014-12-10_06-56-11_utt_021.wav"	"i want pay with visa card"	"i want pay with visa ah scheisse*v"	"incorrect"	"correct"	"M: 0-4 H: 0-1"
"63"	"Sag: Ich möchte mit Euros bezahlen"	"user-260_2014-12-10_06-56-11_utt_023.wav"	"i would like to pay with dollars"	"i would like pay with euros*z"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"64"	"Sag: Ich möchte mit Euros bezahlen"	"user-260_2014-12-10_06-56-11_utt_024.wav"	"i would pay with euros"	"i would pay with euros"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"67"	"Frag: Einzelzimmer"	"user-260_2014-12-17_06-50-54_utt_006.wav"	"it's a"	"xxx"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"68"	"Frag: Einzelzimmer"	"user-260_2014-12-17_06-50-54_utt_007.wav"	"a single hello"	"a zimmer*v alone"	"incorrect"	"incorrect"	"M: 1-3 H: 0-3"
"69"	"Frag: Einzelzimmer"	"user-260_2014-12-17_06-50-54_utt_008.wav"	"a single room please"	"a single room please"	"correct"	"correct"	"M: 4-0 H: 0-0"
"70"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-260_2014-12-17_06-50-54_utt_009.wav"	"i will pay with the post card"	"i want pay with a post card"	"incorrect"	"correct"	"M: 0-4 H: 0-1"
"71"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-260_2014-12-17_06-50-54_utt_010.wav"	"i want pay with post card"	"i want to pay with post card"	"correct"	"correct"	"M: 4-0 H: 0-0"
"72"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-260_2014-12-17_06-50-54_utt_011.wav"	"i pay with card pay by post card"	"i would like to pay by post card"	"correct"	"correct"	"M: 4-0 H: 0-0"
"73"	"Frag: Gibt es ein Hotelrestaurant?"	"user-260_2014-12-17_06-50-54_utt_013.wav"	"is there a hotel restaurant"	"is there a hotel restaurant"	"correct"	"correct"	"M: 4-0 H: 0-0"
"74"	"Frag: Wo ist das Hotelrestaurant?"	"user-260_2014-12-17_06-50-54_utt_014.wav"	"where is the hotel restaurant"	"where is the hotel restaurant"	"correct"	"correct"	"M: 4-0 H: 0-0"
"76"	"Frag: ein Steak"	"user-260_2014-12-17_06-50-54_utt_019.wav"	"i would like want take please"	"i would like one steak please"	"correct"	"correct"	"M: 3-1 H: 3-0"
"77"	"Frag: ein Steak"	"user-260_2014-12-17_06-50-54_utt_020.wav"	"i would like a steak"	"i would like a steak"	"correct"	"correct"	"M: 4-0 H: 0-0"
"78"	"Frag: mein Steak blau"	"user-260_2014-12-17_06-50-54_utt_021.wav"	"i would like states room i would like my steak blue"	"i would like a steak*z blue i would like my steak blue"	"correct"	"correct"	"M: 3-1 H: 3-0"
"79"	"Sag: Ich habe keine Reservation"	"user-283_2014-11-27_06-44-07_utt_002.wav"	"this"	"*silence"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"80"	"Sag: Ich habe keine Reservation"	"user-283_2014-11-27_06-44-07_utt_003.wav"	"i have no reservation"	"i have no reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"81"	"Sag: Ich habe keine Reservation"	"user-283_2014-11-27_06-44-07_utt_004.wav"	"i have no reservation"	"i have no reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"82"	"Sag: Ich habe keine Reservation"	"user-283_2014-11-27_06-44-07_utt_005.wav"	"no i don't have a reservation"	"no i don't have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"83"	"Sag: Ich habe keine Reservation"	"user-283_2014-11-27_06-44-07_utt_006.wav"	"not my blue have a reservation"	"no i do not have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"84"	"Frag: Zimmer für 4 Nächte"	"user-283_2014-11-27_06-44-07_utt_007.wav"	"a room for four nights"	"a room for four nights"	"correct"	"correct"	"M: 4-0 H: 0-0"
"85"	"Frag: Zimmer für 4 Nächte"	"user-283_2014-11-27_06-44-07_utt_008.wav"	"i want a room for four nights"	"i want a room for four nights"	"correct"	"correct"	"M: 4-0 H: 0-0"
"86"	"Frag: Junior Suite"	"user-283_2014-11-27_06-44-07_utt_009.wav"	"junior suite"	"junior suite"	"correct"	"correct"	"M: 4-0 H: 0-0"
"88"	"Frag: Gibt es ein Schwimmbad?"	"user-283_2014-11-27_06-44-07_utt_011.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"	"M: 4-0 H: 0-0"
"89"	"Frag: Wo ist das Schwimmbad?"	"user-283_2014-11-27_06-44-07_utt_012.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"	"M: 4-0 H: 0-0"
"90"	"Frag: 4 Tickets nach London"	"user-283_2014-11-27_06-44-07_utt_015.wav"	"four tickets to london"	"four tickets to london"	"correct"	"correct"	"M: 4-0 H: 0-0"
"91"	"Sag: Ich möchte um 20 Uhr morgen abreisen"	"user-283_2014-11-27_06-44-07_utt_016.wav"	"i want to leave at eight o'clock tomorrow"	"i want to leave at eight o'clock tomorrow"	"correct"	"correct"	"M: 4-0 H: 0-0"
"92"	"Sag: Ich möchte um 20 Uhr morgen abreisen"	"user-283_2014-11-27_06-44-07_utt_017.wav"	"i want to leave at eight o'clock tomorrow"	"i want to leave at eight o'clock tomorrow"	"correct"	"correct"	"M: 4-0 H: 0-0"
"93"	"Sag: Ich möchte um 20 Uhr morgen abreisen"	"user-283_2014-11-27_06-44-07_utt_018.wav"	"i want to leave at eight o'clock tomorrow"	"i want to leave at eight o'clock tomorrow"	"correct"	"correct"	"M: 4-0 H: 0-0"
"94"	"Sag: Ich heisse Jack"	"user-283_2014-11-27_06-44-07_utt_021.wav"	"my name is jack"	"my name is jack"	"correct"	"correct"	"M: 4-0 H: 0-0"
"95"	"Sag: Ich bin aus Irland"	"user-283_2014-11-27_06-44-07_utt_022.wav"	"i'm from ireland"	"i'm from ireland was*v hei*a"	"correct"	"correct"	"M: 3-1 H: 3-0"
"96"	"Sag: Ich heisse Barbara"	"user-283_2014-11-27_06-44-07_utt_025.wav"	"my name is barbara"	"my name is barbara"	"correct"	"correct"	"M: 4-0 H: 0-0"
"97"	"Sag: Ich bin aus England"	"user-283_2014-11-27_06-44-07_utt_026.wav"	"i am from england"	"i am from england i am from england"	"correct"	"correct"	"M: 3-1 H: 3-0"
"98"	"Frag: ein Ticket zum Piccadilly Circus"	"user-283_2014-11-27_06-44-07_utt_028.wav"	"i want a ticket to piccadilly circus"	"i want a ticket to piccadilly circus"	"correct"	"correct"	"M: 4-0 H: 3-0"
"99"	"Sag: Ich habe keine Reservation"	"user-283_2014-12-16_08-28-54_utt_002.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"100"	"Sag: Ich habe keine Reservation"	"user-283_2014-12-16_08-28-54_utt_003.wav"	"no i do not have a reservation"	"no i do not have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"101"	"Frag: Zimmer für 7 Nächte"	"user-283_2014-12-16_08-28-54_utt_004.wav"	"i would like a room for seven nights"	"i would like a room for seven nights"	"correct"	"correct"	"M: 4-0 H: 0-0"
"102"	"Frag: Suite"	"user-283_2014-12-16_08-28-54_utt_005.wav"	"a suite"	"a suite"	"correct"	"correct"	"M: 4-0 H: 0-0"
"103"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-283_2014-12-16_08-28-54_utt_006.wav"	"i would pay with the credit card"	"i will pay with the credit card"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"104"	"Frag: Gibt es ein Hotelrestaurant?"	"user-283_2014-12-16_08-28-54_utt_007.wav"	"is there a hotel restaurant"	"is there a hotel restaurant"	"correct"	"correct"	"M: 4-0 H: 0-0"
"105"	"Frag: Wo ist das Hotelrestaurant?"	"user-283_2014-12-16_08-28-54_utt_008.wav"	"where is the hotel restaurant"	"where is the hotel restaurant"	"correct"	"correct"	"M: 4-0 H: 0-0"
"106"	"Sag: Mein Badezimmer ist dreckig"	"user-283_2014-12-16_08-28-54_utt_010.wav"	"my bathroom is dirty"	"my bathroom is dirty"	"correct"	"correct"	"M: 4-0 H: 0-0"
"107"	"Frag: Wo ist der Haarföhn?"	"user-283_2014-12-16_08-28-54_utt_012.wav"	"where is the hairdryer"	"where is the hairdryer"	"correct"	"correct"	"M: 4-0 H: 0-0"
"108"	"Frag: Wo kann ich einen Haarföhn kaufen?"	"user-283_2014-12-16_08-28-54_utt_013.wav"	"where can i buy a hairdryer"	"where can i buy a hairdryer"	"correct"	"correct"	"M: 4-0 H: 0-0"
"109"	"Frag: 4 Tickets nach London"	"user-283_2014-12-16_08-28-54_utt_018.wav"	"four tickets to london please"	"four tickets to london please"	"correct"	"correct"	"M: 4-0 H: 0-0"
"110"	"Sag: Ich möchte um 14 Uhr morgen abreisen"	"user-283_2014-12-16_08-28-54_utt_019.wav"	"i want i want leave at two pm"	"i i would oder*v i want i want leave at two pm"	"incorrect"	"incorrect"	"M: 1-3 H: 0-3"
"112"	"Sag: Ich heisse Patrick"	"user-283_2014-12-16_08-28-54_utt_021.wav"	"my name is patrick"	"my name is patrick"	"correct"	"correct"	"M: 4-0 H: 0-0"
"113"	"Sag: Ich bin aus England"	"user-283_2014-12-16_08-28-54_utt_022.wav"	"i am from england"	"i am from england"	"correct"	"correct"	"M: 4-0 H: 0-0"
"114"	"Frag: 5 Tickets nach London"	"user-283_2014-12-16_08-28-54_utt_025.wav"	"five tickets to london"	"five tickets to london"	"correct"	"correct"	"M: 4-0 H: 0-0"
"115"	"Sag: Ich möchte am Donnerstagnachmittag abreisen"	"user-283_2014-12-16_08-28-54_utt_026.wav"	"i want to leave at thursday afternoon"	"i want to leave at thursday afternoon"	"incorrect"	"correct"	"M: 0-4 H: 0-1"
"117"	"Sag: Ich bin aus Kanada"	"user-283_2014-12-16_08-28-54_utt_028.wav"	"i'm from canada"	"i'm from canada"	"correct"	"correct"	"M: 4-0 H: 0-0"
"118"	"Frag: Zimmer für 7 Nächte"	"user-278_2014-12-16_08-25-57_utt_003.wav"	"i need a hotel room for seven nights"	"i need a hotel room for seven nights"	"correct"	"correct"	"M: 4-0 H: 0-0"
"119"	"Frag: Junior Suite"	"user-278_2014-12-16_08-25-57_utt_004.wav"	"i need a junior suite"	"i need a junior suite"	"correct"	"correct"	"M: 4-0 H: 0-0"
"120"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-278_2014-12-16_08-25-57_utt_007.wav"	"i want pay with the credit card"	"i want pay with the credit card"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"121"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-278_2014-12-16_08-25-57_utt_008.wav"	"i want pay with the post card"	"i want pay with the post card"	"incorrect"	"correct"	"M: 0-4 H: 0-1"
"122"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-278_2014-12-16_08-25-57_utt_009.wav"	"i want to pay with post card"	"i want to pay with the post card"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"123"	"Frag: Gibt es einen Lebensmittelladen?"	"user-278_2014-12-16_08-25-57_utt_011.wav"	"is there a grocery store"	"is there a grocery store"	"correct"	"correct"	"M: 4-0 H: 0-0"
"124"	"Sag: Ich habe keine Reservation"	"user-278_2014-12-16_08-25-57_utt_016.wav"	"i don't have any reservation"	"i don't have any reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"126"	"Sag: Ich habe keine Reservation"	"user-278_2014-12-16_08-25-57_utt_018.wav"	"no i do not have a reservation"	"no i do not have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"128"	"Sag: Ich habe keine Reservation"	"user-286_2014-11-27_07-06-21_utt_003.wav"	"no i do not have a reservation"	"no i do not have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"129"	"Frag: Zimmer für 4 Nächte"	"user-286_2014-11-27_07-06-21_utt_004.wav"	"i want a room for four nights"	"i want a room for four nights"	"correct"	"correct"	"M: 4-0 H: 0-0"
"130"	"Frag: Einzelzimmer"	"user-286_2014-11-27_07-06-21_utt_006.wav"	"a single room please"	"a single room please"	"correct"	"correct"	"M: 4-0 H: 0-0"
"131"	"Sag: Ich habe keine Reservation"	"user-271_2014-12-16_08-45-56_utt_002.wav"	"i don't have any reservation"	"i don't have any res*a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"132"	"Sag: Ich habe keine Reservation"	"user-271_2014-12-16_08-45-56_utt_003.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"133"	"Sag: Ich habe keine Reservation"	"user-271_2014-12-16_08-45-56_utt_004.wav"	"no i don't have a reservation"	"no i don't have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"134"	"Frag: Zimmer für 1 Woche"	"user-271_2014-12-16_08-45-56_utt_005.wav"	"i want a room for one week"	"i want a room for one week"	"correct"	"correct"	"M: 4-0 H: 0-0"
"135"	"Frag: Doppelzimmer"	"user-271_2014-12-16_08-45-56_utt_006.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"	"M: 4-0 H: 0-0"
"136"	"Sag: Ich habe keine Reservation"	"user-270_2014-12-16_08-29-47_utt_003.wav"	"lisbon"	"ich*v habe*v keine*v reservation*v"	"incorrect"	"incorrect"	"M: 1-3 H: 0-3"
"137"	"Sag: Ich habe keine Reservation"	"user-270_2014-12-16_08-29-47_utt_004.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"138"	"Sag: Ich habe keine Reservation"	"user-270_2014-12-16_08-29-47_utt_005.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"139"	"Sag: Ich habe keine Reservation"	"user-270_2014-12-16_08-29-47_utt_006.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"	"M: 4-0 H: 0-0"
"143"	"Frag: Einzelzimmer"	"user-270_2014-12-16_08-29-47_utt_011.wav"	"single room"	"single room"	"correct"	"correct"	"M: 4-0 H: 0-0"
"144"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-270_2014-12-16_08-29-47_utt_012.wav"	"i want to pay with mastercard"	"i want to pay with the mastercard"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"145"	"Sag: Ich möchte mit Dollars bezahlen"	"user-270_2014-12-16_08-29-47_utt_013.wav"	"i want to pay with dollars"	"i want to pay with dollars"	"correct"	"correct"	"M: 4-0 H: 0-0"
"146"	"Sag: Ich möchte mit Dollars bezahlen"	"user-270_2014-12-16_08-29-47_utt_014.wav"	"i want to pay with dollars"	"i want to pay with dollars"	"correct"	"correct"	"M: 4-0 H: 3-0"
"147"	"Sag: Ich möchte mit Dollars bezahlen"	"user-270_2014-12-16_08-29-47_utt_015.wav"	"can i pay with dollars"	"can i pay with dollars"	"correct"	"correct"	"M: 4-0 H: 0-0"
"148"	"Frag: Gibt es einen Lebensmittelladen?"	"user-270_2014-12-16_08-29-47_utt_016.wav"	"is there a grocery store"	"is there a grocery store"	"correct"	"correct"	"M: 4-0 H: 0-0"
"149"	"Frag: ein Ticket nach London"	"user-270_2014-12-16_08-29-47_utt_019.wav"	"can i have a ticket to london"	"can i have a ticket to london"	"correct"	"correct"	"M: 4-0 H: 0-0"
"150"	"Frag: 5 Tickets nach London"	"user-270_2014-12-16_16-54-48_utt_002.wav"	"five tickets to london"	"five tickets to london"	"correct"	"correct"	"M: 4-0 H: 0-0"
"151"	"Frag: 5 Tickets nach London"	"user-270_2014-12-16_16-54-48_utt_003.wav"	"can i have five tickets to london"	"can i have five tickets to london"	"correct"	"correct"	"M: 4-0 H: 0-0"
"153"	"Sag: Ich möchte am Freitagmorgen abreisen"	"user-270_2014-12-16_16-54-48_utt_006.wav"	"i would like leave on friday morning"	"i would like to leave on friday morning"	"correct"	"correct"	"M: 4-0 H: 0-0"
"154"	"Sag: Ich heisse Nick"	"user-270_2014-12-16_16-54-48_utt_007.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"	"M: 4-0 H: 0-0"
"155"	"Sag: Ich bin aus Frankreich"	"user-270_2014-12-16_16-54-48_utt_008.wav"	"my nationality thanks"	"my nationality is french"	"incorrect"	"correct"	"M: 0-4 H: 1-0"
"156"	"Sag: Ich bin aus Frankreich"	"user-270_2014-12-16_16-54-48_utt_009.wav"	"i come from from spain"	"i come from from france"	"correct"	"correct"	"M: 3-1 H: 3-0"
"157"	"Sag: Ich heisse Paolo"	"user-270_2014-12-16_16-54-48_utt_012.wav"	"my name is paolo"	"my name is paolo"	"correct"	"correct"	"M: 4-0 H: 0-0"
"158"	"Sag: Ich bin aus Amerika"	"user-270_2014-12-16_16-54-48_utt_013.wav"	"i am from america"	"i came from america"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"159"	"Frag: ein Ticket nach Westminster"	"user-270_2014-12-16_16-54-48_utt_015.wav"	"pay"	"xxx"	"incorrect"	"incorrect"	"M: 0-4 H: 0-1"
"160"	"Frag: ein Ticket nach Westminster"	"user-270_2014-12-16_16-54-48_utt_016.wav"	"i would like a ticket for five nights"	"i would like a ticket to westminster"	"correct"	"correct"	"M: 4-0 H: 0-0"
"161"	"Frag: ein Ticket nach Westminster"	"user-270_2014-12-16_16-54-48_utt_017.wav"	"could you give me a ticket for friday night"	"could you give me a ticket to westminster"	"correct"	"correct"	"M: 4-0 H: 0-0"
"162"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-270_2014-12-16_16-54-48_utt_019.wav"	"i would pay with credit card"	"i would pay with the credit card"	"incorrect"	"correct"	"M: 1-3 H: 0-3"
"163"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-270_2014-12-16_16-54-48_utt_020.wav"	"can i pay by credit card"	"can i pay by credit card"	"correct"	"correct"	"M: 4-0 H: 0-0"
"164"	"Frag: 4 Musical-Tickets"	"user-270_2014-12-16_16-54-48_utt_023.wav"	"i would like to buy four musical tickets"	"i would like fiv*a four musical tickets"	"correct"	"correct"	"M: 3-1 H: 3-0"
"166"	"Frag: ein Ticket für Donnerstagabend"	"user-270_2014-12-16_16-54-48_utt_025.wav"	"i would like tickets for thursday evening"	"i would like tickets for thursday evening"	"correct"	"correct"	"M: 3-1 H: 3-0"
