Id,language,meaning,ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count,ppl-ref,ppl-ref_pos,ppl-ref_prod,ppl-ref_dep,ppl-prompt,ppl-prompt_pos,ppl-correct,ppl-correct_pos,ppl-correct_prod,ppl-correct_dep,ppl-ge,ppl-ge_pos,ppl-incorrect,ppl-incorrect_pos,ppl-incorrect_prod,ppl-incorrect_dep,maxsim_15_skip,maxsim_30_skip,maxsim_50_skip,maxsim_15_cbw,maxsim_30_cbw,maxsim_50_cbw,lda_sim-min,ngram_match,ngram_match-lem,ngram_unseen-1,ngram_unseen-2,ngram_unseen-3,error_count,parse_score-ratio,length_ratio,length_01,length_unknown,length_unknown-ratio,length_sounds,length_sounds-ratio,prompt_missing,prompt_missing-pct,prompt_DT,prompt_IN,prompt_MD,prompt_NN,prompt_VB
75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-41.76862,-8.66605,-19.67544,-26.17525,-3.6550230000000004,-3.672933,-28.617890000000003,-8.007491,-18.44322,-34.82249,-30.39295,-46.023959999999995,-25.84311,-21.7773,-17.66147,-32.2205,0.988664921256995,0.9835496202573903,0.9844887133542698,0.9798691723397144,0.9720363053047792,0.97133232409987,0.1193190691540112,3.78378378378,3.78378378378,0.28571428571400004,0.5714285714289999,1.0,0.0,1.7009379126100002,1.0576589602500002,1,0.0,0.0,7.0,1.0,3.0,0.75,1.0,1.0,0.0,1.0,0.0
87,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-23.87377,-5.057394,-16.45254,-24.175420000000003,-3.562461,-3.080418,-18.82252,-3.6951650000000003,-14.23661,-29.84785,-32.745059999999995,-41.36076,-16.03679,-19.51775,-13.917910000000001,-27.61757,0.9999999999999996,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,0.5258024676545194,4.88,5.74,0.0,0.166666666667,1.0,0.0,1.35711478236,0.892953931251,1,0.0,0.0,6.0,1.0,3.0,0.375,0.0,0.0,1.0,0.0,1.0
116,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.281290000000006,-7.346252000000001,-11.55546,-25.12519,-2.283301,-2.635484,-21.285729999999997,-5.34249,-8.271992,-24.8732,-31.150470000000002,-36.697559999999996,-23.5463,-19.87431,-9.185871,-23.01464,1.0000000000000002,1.0000000000000004,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0,0.18596159831081546,3.0,3.33333333333,0.2,0.6,1.0,0.0,2.76292842872,1.17629928746,1,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.80745,-10.00517,-12.52777,-19.27526,-2.440661,-2.8208729999999997,-22.14986,-8.433482000000001,-11.7709,-19.89856,-23.53513,-32.03436,-16.79749,-20.27358,-11.63679,-18.41171,0.8341120570616503,0.7491457200752841,0.7503452171802764,0.8333549351867946,0.7479601528814354,0.7463220347410245,0.0,2.5,2.5,0.25,0.75,1.0,0.0,1.72846983458,0.900713981618,1,0.0,0.0,4.0,1.0,3.0,0.5,0.0,0.0,0.0,0.0,1.0
140,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.969840000000005,-9.482151,-9.484738,-18.60057,-1.426421,-3.121903,-25.74246,-10.16245,-9.335282000000001,-19.89856,-26.928959999999996,-32.03436,-21.32469,-24.241999999999997,-9.668197,-18.41171,0.7115949023452718,0.7430828211944769,0.6572045868558796,0.7110953106628192,0.7425391894516272,0.6555088571444507,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.50590444139,0.900713981618,1,0.0,0.0,4.0,1.0,5.0,0.833333333333,1.0,0.0,0.0,1.0,1.0
141,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-35.15298,-5.146255,-9.131722,-21.37814,-2.028481,-2.1301900000000002,-24.00625,-3.3496650000000003,-7.875435,-24.8732,-27.297359999999998,-36.697559999999996,-20.2713,-19.36294,-9.015525,-23.01464,0.8843817793015267,0.8495904660166601,0.871960648838259,0.8839999811309704,0.8492640283783909,0.8703478015199078,0.7922304417367467,4.25,4.25,0.2,0.4,1.0,0.0,2.0434661843799997,1.12589247702,1,0.0,0.0,6.0,0.0,3.0,0.5,0.0,0.0,0.0,1.0,1.0
142,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.83006,-3.8330050000000004,-7.559773,-16.47542,-2.902013,-1.9523119999999998,-17.43771,-2.9216860000000002,-7.316639,-24.8732,-28.823940000000004,-36.697559999999996,-14.901329999999998,-16.82266,-7.905216,-23.01464,0.997471427699286,0.9946250899374744,0.993708794779947,0.9939347580138524,0.9906860587366968,0.9917519313129068,0.560450329148342,7.0,7.0,0.2,0.6,1.0,0.0,0.984053268686,0.597709437656,1,0.0,0.0,5.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0
165,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.57276,-3.910561,-17.00079,-16.4838,-5.28908,-3.647734,-19.41303,-4.853473999999999,-17.42353,-34.82249,-33.10533,-46.023959999999995,-15.81205,-19.943279999999998,-17.33894,-32.2205,0.9998634260329076,0.9999381416081922,0.9999645804813372,0.9998871951204588,0.9999463669869908,0.9999711442187568,0.0,2.4900990099,4.4900990099,0.28571428571400004,0.714285714286,1.0,0.0,1.50523460428,0.816966131484,1,0.0,0.0,7.0,1.0,3.0,0.6,0.0,0.0,0.0,1.0,0.0
169,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-30.00887,-13.0221,-16.19949,-28.96762,-8.487883,-9.658311,-22.88601,-6.819477,-15.405870000000002,-34.82249,-33.6476,-43.54207,-17.279410000000002,-19.58276,-14.6062,-32.2205,0.8774619342929648,0.8888447674824989,0.923781737799667,0.8775499934684969,0.8887575981285321,0.9237024757712028,0.9937499244365209,13.333333333299999,13.333333333299999,0.0,0.28571428571400004,1.0,0.0,1.3000421647799998,0.625105180864,1,0.0,0.0,7.0,1.0,3.0,0.33333333333299997,0.0,1.0,0.0,0.0,1.0
170,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.638360000000002,-5.627628,-20.30508,-34.01665,-7.858391,-8.766217,-17.67952,-3.799482,-18.78424,-44.771770000000004,-34.69899,-50.79719,-16.079729999999998,-19.111729999999998,-18.297179999999997,-41.42635,1.0,1.0000000000000004,0.9999999999999998,1.0,1.0,1.0000000000000002,0.9932395929183008,19.3333333333,19.3333333333,0.0,0.111111111111,1.0,0.0,0.201251558559,0.80370666111,1,0.0,0.0,9.0,1.0,1.0,0.111111111111,0.0,0.0,0.0,0.0,1.0
183,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.582659999999997,-7.035511,-18.72,-23.248260000000002,-16.71709,-17.27683,-18.19269,-3.614875,-16.95052,-29.84785,-27.25794,-39.28948,-15.97764,-19.59057,-16.40031,-27.61757,0.7813877239416528,0.8218368530778143,0.8794134774119533,0.7818192248896305,0.8084041753878143,0.869355060838666,0.2404992434336621,5.72,5.72,0.166666666667,0.5,1.0,0.0,1.71381179567,0.958674790677,1,0.0,0.0,6.0,1.0,2.0,0.28571428571400004,0.0,0.0,1.0,0.0,1.0
187,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-22.17184,-5.146255,-9.131722,-19.221770000000003,-2.028481,-2.1301900000000002,-18.38287,-3.3496650000000003,-7.875435,-24.8732,-27.297359999999998,-36.697559999999996,-16.972520000000003,-19.36294,-9.015525,-23.01464,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0000000000000004,0.8362738995588588,5.75,5.75,0.0,0.2,1.0,0.0,2.04241103838,1.12589247702,1,0.0,0.0,5.0,1.0,2.0,0.33333333333299997,0.0,0.0,0.0,0.0,1.0
220,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.19345,-8.465558,-15.43012,-20.14244,-3.6470870000000004,-3.603586,-22.61626,-6.194442,-14.2675,-24.8732,-27.92605,-36.697559999999996,-16.06231,-19.23147,-14.2745,-23.01464,0.9450158656641806,0.9330845081704006,0.92173037309273,0.939790667098736,0.9307874316568594,0.9180423146332972,0.3257837108820025,3.18,3.18,0.2,0.6,1.0,1.0,1.35862483113,0.741073595072,1,0.0,0.0,5.0,1.0,3.0,0.428571428571,0.0,0.0,1.0,0.0,1.0
227,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.093870000000003,-5.165187,-11.0547,-19.5045,-1.681241,-1.857332,-17.08821,-2.992257,-7.475238,-19.89856,-26.487609999999997,-32.03436,-19.318379999999998,-18.68419,-8.632425999999999,-18.41171,1.0,0.9999999999999994,0.9999999999999998,1.0,0.9999999999999992,1.0,0.1900501138046982,3.66666666667,4.33333333333,0.0,0.25,1.0,0.0,2.37682285148,0.907683950689,1,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.53621,-10.76707,-9.790006,-21.88172,-2.40824,-2.40824,-25.50146,-9.310436,-9.907515,-19.89856,-26.80765,-32.03436,-16.07402,-19.65072,-8.709235000000001,-18.41171,0.8442271609178317,0.8589513329501056,0.8405022928337188,0.8430385438980187,0.8579198221925782,0.8393502644998277,0.5529519634461509,2.0,2.0,0.25,0.75,1.0,0.0,2.2083192945500003,0.997017216785,1,0.0,0.0,4.0,1.0,2.0,0.666666666667,0.0,0.0,0.0,0.0,1.0
248,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.53621,-10.76707,-9.790006,-21.88172,-2.40824,-2.40824,-25.50146,-9.310436,-9.907515,-19.89856,-26.80765,-32.03436,-16.07402,-19.65072,-8.709235000000001,-18.41171,0.8442271609178317,0.8589513329501056,0.8405022928337188,0.8430385438980187,0.8579198221925782,0.8393502644998277,0.5528009800894111,2.0,2.0,0.25,0.75,1.0,0.0,2.2083192945500003,0.997017216785,1,0.0,0.0,4.0,1.0,2.0,0.666666666667,0.0,0.0,0.0,0.0,1.0
257,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-29.404259999999997,-11.81602,-26.75907,-29.19084,-4.755189,-4.160238,-20.7494,-6.976709,-28.410590000000003,-49.74641,-38.55153,-57.942280000000004,-20.03796,-23.827820000000003,-27.939809999999998,-46.02928,0.9999790122777696,0.9999742040173372,0.9999724279744904,0.999928274820138,0.9999150289734676,0.9998801676987688,0.8564509668385892,13.623762376199998,13.623762376199998,0.2,0.4,1.0,0.0,0.41098807928400005,1.1640216647900001,1,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-22.30004,-3.819231,-11.53555,-14.97988,-1.9621060000000001,-1.9642509999999997,-18.03342,-4.093208,-11.36304,-24.8732,-30.89191,-36.697559999999996,-16.30433,-21.61585,-11.71424,-23.01464,1.0000000000000004,1.0,1.0,1.0,1.0000000000000009,1.0,0.9600610563894796,12.0,12.0,0.0,0.2,1.0,0.0,1.03118703081,0.5820108323950001,1,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.86052,-4.090767,-18.22915,-23.072370000000003,-2.76898,-2.689346,-20.5596,-4.482558999999999,-16.63749,-34.82249,-24.263360000000002,-43.95268,-20.560470000000002,-20.7367,-16.70671,-32.2205,0.9053431673247234,0.9146620504274571,0.916761330951306,0.8999379851768659,0.9055521337668508,0.914434987316103,0.0,5.081081081080001,5.081081081080001,0.14285714285700002,0.28571428571400004,1.0,0.0,2.09393243964,1.21678517428,1,0.0,0.0,7.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0
266,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.14613,-4.701765,-21.04395,-20.27765,-2.741198,-2.458078,-17.55256,-4.4272730000000005,-18.09119,-29.84785,-29.74946,-41.36076,-15.596770000000001,-17.56513,-18.723489999999998,-27.61757,0.9498736121701328,0.9767859996576966,0.9748486856036552,0.9139203862230344,0.961007275846037,0.9738910849538678,0.5887423676333849,5.8983050847500005,5.8983050847500005,0.166666666667,0.33333333333299997,1.0,0.0,1.26650305912,0.780591711395,1,0.0,0.0,6.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0
267,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.29693,-4.701765,-14.618970000000001,-24.09887,-2.741198,-2.458078,-23.15211,-4.164032,-13.35079,-29.84785,-29.60928,-41.36076,-19.38802,-18.91345,-13.465179999999998,-27.61757,0.9498736121701328,0.9767859996576966,0.9748486856036552,0.9139203862230344,0.961007275846037,0.9738910849538678,0.5688398359338569,5.8983050847500005,5.8983050847500005,0.166666666667,0.33333333333299997,1.0,0.0,1.2328278909600001,0.780591711395,1,0.0,0.0,6.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0
271,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.954240000000002,-4.0005440000000005,-9.331035,-18.40503,-11.826130000000001,-10.316510000000001,-23.48081,-3.321028,-10.48371,-24.8732,-23.462670000000003,-36.697559999999996,-16.25988,-18.35045,-11.357380000000001,-23.01464,0.8324640411522465,0.6782674217953442,0.6455912599768583,0.8284343824273241,0.6790081726271854,0.6348648777290138,0.0,2.33333333333,2.33333333333,0.4,0.8,1.0,0.0,1.4077812663100002,0.715679908521,1,0.0,0.0,5.0,1.0,5.0,0.714285714286,0.0,0.0,1.0,1.0,1.0
304,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.51832,-13.261420000000001,-15.212129999999998,-28.64129,-2.440661,-3.042721,-25.81425,-9.749678,-13.217720000000002,-29.84785,-25.84163,-41.36076,-23.85156,-23.82765,-14.07174,-27.61757,0.8679190015614718,0.8553024539280016,0.8392666193873457,0.8673256295744817,0.8546180128517279,0.8361523822912761,0.0,2.0,2.0,0.5,1.0,1.0,0.0,2.6977974872500003,1.35107097243,1,0.0,0.0,10.0,0.0,3.0,0.5,1.0,0.0,0.0,0.0,1.0
308,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.791220000000003,-2.614898,-4.964493,-7.938033,-1.7558369999999999,-1.7558369999999999,-19.09995,-2.526193,-4.1028519999999995,-9.949282,-20.72568,-22.70797,-16.1426,-16.670939999999998,-4.1602440000000005,-9.205855999999999,0.9877350157329764,0.9880312194924256,0.9856246003528718,0.9630851149054246,0.9636353215268708,0.9545597819575332,0.25749318532361576,1.0,1.0,0.5,1.0,1.0,0.0,0.551328774921,0.30319175466299997,1,0.0,0.0,2.0,1.0,2.0,0.666666666667,1.0,0.0,0.0,0.0,0.0
316,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.04899,-5.003062,-16.12136,-18.065910000000002,-3.266143,-3.266143,-19.8195,-3.951236,-16.16571,-29.84785,-31.16605,-39.28948,-18.83237,-20.97071,-17.22436,-27.61757,1.0,0.9999999999999996,1.0,0.9999999999999998,1.0,1.0,0.9153096512538904,9.67326732673,9.67326732673,0.0,0.166666666667,1.0,0.0,1.50596283315,0.7906611592560001,1,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.23688,-6.937314999999999,-15.76044,-16.56205,-2.40824,-2.40824,-22.10499,-6.849867999999999,-12.20716,-14.92392,-20.66487,-27.371159999999996,-16.649620000000002,-17.642879999999998,-12.228489999999999,-13.808779999999999,0.6261596655231408,0.653906322214065,0.6905199738213411,0.6251121871047723,0.6528210127736123,0.6878004305664249,0.5709024560551798,2.0,2.0,0.33333333333299997,0.666666666667,1.0,0.0,0.767746275081,0.370565506575,1,0.0,0.0,3.0,1.0,3.0,0.6,1.0,0.0,0.0,1.0,0.0
340,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-37.2599,-5.146255,-9.131722,-20.299960000000002,-3.042721,-2.1301900000000002,-18.43402,-3.3496650000000003,-7.875435,-24.8732,-29.28102,-36.697559999999996,-19.97606,-19.36294,-9.015525,-23.01464,0.9259311969304838,0.8925159454499734,0.9104521578649858,0.9256732252313846,0.892139578233362,0.9089183984649796,0.8619706672633792,3.5,3.5,0.2,0.6,1.0,0.0,2.0454357494499997,1.12589247702,1,0.0,0.0,5.0,1.0,3.0,0.5,1.0,0.0,0.0,0.0,1.0
374,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-32.18898,-12.67723,-19.71193,-26.476909999999997,-1.7274509999999998,-2.6653029999999998,-25.73876,-8.83682,-18.14012,-29.84785,-25.29331,-41.36076,-19.81995,-22.3506,-17.56539,-27.61757,1.0,0.9999999999999996,0.9999999999999994,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.8689566565883089,5.5,5.5,0.0,0.5,1.0,0.0,2.42360006763,1.35107097243,1,0.0,0.0,10.0,0.0,1.0,0.166666666667,0.0,0.0,0.0,0.0,0.0
388,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-23.87377,-5.057394,-16.45254,-24.175420000000003,-3.562461,-3.080418,-18.82252,-3.6951650000000003,-14.23661,-29.84785,-32.745059999999995,-41.36076,-16.03679,-19.51775,-13.917910000000001,-27.61757,0.9999999999999996,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,0.5234595175153035,4.88,5.74,0.0,0.166666666667,1.0,0.0,1.35711478236,0.892953931251,1,0.0,0.0,6.0,1.0,3.0,0.375,0.0,0.0,1.0,0.0,1.0
395,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.84649,-11.86893,-15.725610000000001,-28.103479999999998,-3.2891480000000004,-3.113057,-20.13364,-4.443453,-13.20529,-24.8732,-26.50344,-36.697559999999996,-20.62781,-20.649829999999998,-13.69876,-23.01464,0.8912117158413914,0.879912039646734,0.8874325374578944,0.8856570371508136,0.8679784165106857,0.8760368335183032,0.0,1.525,1.525,0.4,0.6,1.0,0.0,1.32542235626,0.8263270385510001,1,0.0,0.0,5.0,1.0,2.0,0.666666666667,0.0,0.0,0.0,1.0,0.0
402,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.465120000000002,-2.894647,-4.063142,-8.159882000000001,-0.8779184999999999,-1.7558369999999999,-17.51911,-2.9014279999999997,-3.891554,-9.949282,-20.72568,-22.70797,-15.80461,-17.58215,-4.494956,-9.205855999999999,0.029710091203789563,0.0,0.0,0.08006823583444632,0.0,0.0,0.016131977049585484,0.0,0.0,1.0,1.0,1.0,0.0,0.576043821191,0.304444842321,1,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
407,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.775129999999997,-5.970362000000001,-13.82637,-21.71213,-2.528916,-2.625826,-19.90212,-3.219551,-9.525781,-24.8732,-28.34617,-36.697559999999996,-18.194129999999998,-18.95239,-8.971164,-23.01464,0.8927931335636844,0.8443744484947041,0.8261803200714233,0.8925162988942833,0.8440849719553156,0.8258935132342378,0.9002354420497539,3.5,3.5,0.2,0.4,1.0,0.0,1.52453581819,0.763057000704,1,0.0,0.0,5.0,1.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0
