ID	lda_sim-max	lda_sim-min	lda_sim-avg	maxsim_15_skip	maxsim_30_skip	maxsim_50_skip	maxsim_15_cbw	maxsim_30_cbw	maxsim_50_cbw	ppl-ref	ppl-ref_pos	ppl-ref_prod	ppl-ref_dep	ppl-prompt	ppl-prompt_pos	ppl-correct	ppl-correct_pos	ppl-correct_prod	ppl-correct_dep	ppl-ge	ppl-ge_pos	ppl-incorrect	ppl-incorrect_pos	ppl-incorrect_prod	ppl-incorrect_dep	ngram_match	ngram_match-lem	ngram_unseen-1	ngram_unseen-2	ngram_unseen-3	error_yn	error_count	error_ratio	parse_score-ratio	length_ratio	length_01	length_under-min	length_above-max	length_unknown	length_unknown-ratio	length_sounds	length_sounds-ratio	prompt_missing	prompt_missing-pct	prompt_DT	prompt_IN	prompt_MD	prompt_NN	prompt_VB	edit_distance	edit_pattern-CC-OO	edit_pattern-CD-DT	edit_pattern-CD-JJ	edit_pattern-CD-NN	edit_pattern-CD-OO	edit_pattern-CD-VBZ	edit_pattern-DT-CD	edit_pattern-DT-FW	edit_pattern-DT-IN	edit_pattern-DT-JJ	edit_pattern-DT-NN	edit_pattern-DT-NNP	edit_pattern-DT-NNS	edit_pattern-DT-OO	edit_pattern-DT-PRP	edit_pattern-DT-PRP$	edit_pattern-DT-RB	edit_pattern-DT-TO	edit_pattern-DT-VB	edit_pattern-DT-VBP	edit_pattern-EX-NN	edit_pattern-EX-OO	edit_pattern-FW-JJ	edit_pattern-FW-LS	edit_pattern-FW-NN	edit_pattern-FW-NNS	edit_pattern-FW-OO	edit_pattern-FW-WRB	edit_pattern-IN-DT	edit_pattern-IN-FW	edit_pattern-IN-JJ	edit_pattern-IN-MD	edit_pattern-IN-NN	edit_pattern-IN-NNS	edit_pattern-IN-OO	edit_pattern-IN-TO	edit_pattern-IN-VB	edit_pattern-IN-VBP	edit_pattern-IN-VBZ	edit_pattern-JJ-CD	edit_pattern-JJ-DT	edit_pattern-JJ-IN	edit_pattern-JJ-JJR	edit_pattern-JJ-NN	edit_pattern-JJ-NNS	edit_pattern-JJ-OO	edit_pattern-JJ-RB	edit_pattern-JJ-VB	edit_pattern-JJ-VBZ	edit_pattern-JJR-JJ	edit_pattern-LS-DT	edit_pattern-LS-JJ	edit_pattern-LS-MD	edit_pattern-LS-NN	edit_pattern-LS-OO	edit_pattern-LS-PRP	edit_pattern-LS-VB	edit_pattern-LS-WRB	edit_pattern-MD-FW	edit_pattern-MD-JJ	edit_pattern-MD-OO	edit_pattern-MD-RB	edit_pattern-MD-VBP	edit_pattern-MD-VBZ	edit_pattern-NN-CD	edit_pattern-NN-DT	edit_pattern-NN-EX	edit_pattern-NN-FW	edit_pattern-NN-IN	edit_pattern-NN-JJ	edit_pattern-NN-JJR	edit_pattern-NN-NNP	edit_pattern-NN-NNS	edit_pattern-NN-OO	edit_pattern-NN-PRP$	edit_pattern-NN-RB	edit_pattern-NN-TO	edit_pattern-NN-VB	edit_pattern-NN-VBG	edit_pattern-NN-VBN	edit_pattern-NN-VBP	edit_pattern-NN-VBZ	edit_pattern-NN-WRB	edit_pattern-NNP-JJ	edit_pattern-NNP-OO	edit_pattern-NNS-CD	edit_pattern-NNS-DT	edit_pattern-NNS-FW	edit_pattern-NNS-IN	edit_pattern-NNS-JJ	edit_pattern-NNS-NN	edit_pattern-NNS-OO	edit_pattern-NNS-VB	edit_pattern-NNS-VBZ	edit_pattern-OO-CD	edit_pattern-OO-DT	edit_pattern-OO-EX	edit_pattern-OO-FW	edit_pattern-OO-IN	edit_pattern-OO-JJ	edit_pattern-OO-JJR	edit_pattern-OO-LS	edit_pattern-OO-MD	edit_pattern-OO-NN	edit_pattern-OO-NNP	edit_pattern-OO-NNS	edit_pattern-OO-PRP	edit_pattern-OO-PRP$	edit_pattern-OO-RB	edit_pattern-OO-TO	edit_pattern-OO-VB	edit_pattern-OO-VBG	edit_pattern-OO-VBN	edit_pattern-OO-VBP	edit_pattern-OO-VBZ	edit_pattern-OO-WRB	edit_pattern-PRP$-DT	edit_pattern-PRP$-FW	edit_pattern-PRP$-JJ	edit_pattern-PRP$-OO	edit_pattern-PRP-EX	edit_pattern-PRP-LS	edit_pattern-PRP-NN	edit_pattern-PRP-OO	edit_pattern-RB-DT	edit_pattern-RB-EX	edit_pattern-RB-JJ	edit_pattern-RB-NN	edit_pattern-RB-NNS	edit_pattern-RB-OO	edit_pattern-TO-DT	edit_pattern-TO-EX	edit_pattern-TO-IN	edit_pattern-TO-JJ	edit_pattern-TO-NN	edit_pattern-TO-NNS	edit_pattern-TO-OO	edit_pattern-TO-RB	edit_pattern-TO-VBP	edit_pattern-VB-DT	edit_pattern-VB-EX	edit_pattern-VB-FW	edit_pattern-VB-IN	edit_pattern-VB-JJ	edit_pattern-VB-NN	edit_pattern-VB-NNS	edit_pattern-VB-OO	edit_pattern-VB-TO	edit_pattern-VB-VBP	edit_pattern-VB-VBZ	edit_pattern-VBD-IN	edit_pattern-VBD-VB	edit_pattern-VBD-VBP	edit_pattern-VBG-OO	edit_pattern-VBG-VBP	edit_pattern-VBN-NN	edit_pattern-VBN-OO	edit_pattern-VBN-VBP	edit_pattern-VBP-FW	edit_pattern-VBP-IN	edit_pattern-VBP-NN	edit_pattern-VBP-OO	edit_pattern-VBP-VB	edit_pattern-VBP-VBZ	edit_pattern-VBZ-IN	edit_pattern-VBZ-MD	edit_pattern-VBZ-NN	edit_pattern-VBZ-OO	edit_pattern-VBZ-VB	edit_pattern-VBZ-VBP	edit_pattern-WDT-OO	edit_pattern-WP-WRB	edit_pattern-WRB-NN	edit_pattern-WRB-OO	CLASS
5834	0.8629865522101294	0.6324636742069604	0.7834170661378884	0.8254810296253889	0.8622804011938755	0.8531779698054052	0.8254810296253889	0.8622804011938755	0.8531779698054052	-24.28152	-5.54944	-10.28523	-18.55726	-2.556302	-8.124368	-19.14103	-3.744699	-8.395233	-24.82162	-27.69655	-36.69756	-24.63224	-5.636386	-9.358351	-22.3411	5.25	8.25	0.2	0.4	1.0	0.0	0.0	0.0	0.926960488465	0.778305704831	1	0.0	0.0	0.0	0.0	5	1	1.0	0.2	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4764	0.0536200658072397	0.026967047307705022	0.028103392572063263	0.020707492351462076	0.10669728247490634	0.0	0.04310469893153078	0.11456530621342798	0.0	-21.89284	-5.300481	-8.749428	-4.621692	-0.8162085	-0.8162085	-17.8267	-5.461666	-9.928648	-4.964324	-16.06282	-18.04477	-15.04084	-4.543101	-7.158307	-4.46822	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.201550836599	0.179169471478	1	1.0	0.0	0.0	0.0	1	1	2.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1404	0.9066372180703515	0.37024500833915375	0.7350198616202478	0.8807500988220525	0.9034111069394342	0.8941107018170666	0.8807500988220525	0.9034111069394342	0.8941107018170666	-22.4258	-5.611456	-10.71195	-21.18428	-3.209515	-7.124624	-20.30188	-4.921379	-9.907377	-24.82162	-33.00072	-36.69756	-21.24127	-8.641894	-10.46107	-22.3411	4.25	4.25	0.2	0.6	1.0	0.0	0.0	0.0	1.17124437828	0.781820852151	1	0.0	0.0	0.0	0.0	6	0	3.0	0.6	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4881	0.9999999281030805	0.6684900107394979	0.8031312176547233	0.9999999999999998	1.0	1.0	0.9999999999999998	1.0	1.0	-22.82864	-5.54944	-12.39667	-17.47908	-2.653212	-6.936298	-17.6793	-3.744699	-9.931017	-24.82162	-28.20028	-36.69756	-21.6592	-5.636386	-10.64663	-22.3411	8.25	8.25	0.0	0.2	1.0	0.0	0.0	0.0	0.808376336303	0.781820852151	1	0.0	0.0	0.0	0.0	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5503	0.4725306290909937	0.09080340537805993	0.20021528247287604	0.9965318463472037	0.9888528960519749	0.9792209772590879	0.9944637902020348	0.9803171475294684	0.9623178636120383	-29.11005	-3.518849	-7.931995	-16.86209	-1.934676	-4.767481	-23.62091	-3.581002	-6.890479	-14.89297	-23.2677	-27.37116	-20.43871	-3.889887	-6.663353	-13.40466	3.0	3.0	0.333333333333	0.666666666667	1.0	0.0	0.0	0.0	0.373239314565	0.359679080967	1	1.0	0.0	0.0	0.0	3	1	3.0	0.6	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5504	0.9192514493133406	0.45381540859603653	0.6593212182423513	0.9955963424373659	0.9923076364140527	0.9896403611607327	0.9885974080793516	0.9821731153137698	0.9743831393873683	-21.82797	-3.099207	-7.442415	-12.10348	-1.934676	-1.942781	-17.47481	-2.830372	-6.125518	-14.89297	-23.2677	-27.37116	-15.06686	-3.532376	-6.040104	-13.40466	6.0	6.0	0.0	0.333333333333	1.0	0.0	0.0	0.0	0.372731490788	0.359679080967	1	1.0	0.0	0.0	0.0	3	1	2.0	0.4	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5519	0.7836211636991137	0.489409997686332	0.6480616827435178	0.987304460991641	0.985011109438213	0.9827269713476482	0.9544443688052718	0.9510468358621155	0.9384400818738861	-21.82541	-2.371745	-3.485217	-9.251162	-1.934676	-1.939085	-17.5939	-2.500059	-3.313472	-9.928648	-20.72568	-22.70797	-16.98115	-3.210662	-3.911809	-8.93644	3.0	3.0	0.0	0.5	1.0	0.0	0.0	0.0	0.240584889861	0.239786053978	1	1.0	0.0	0.0	0.0	2	1	3.0	0.6	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2449	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999998	1.0	1.0	-22.71465	-4.723173	-15.56037	-21.36744	-2.746662	-3.019663	-18.53156	-4.102136	-15.09461	-34.75027	-32.39393	-43.95268	-17.25194	-3.726452	-14.30832	-31.27754	13.4285714286	13.4285714286	0.0	0.142857142857	1.0	0.0	0.0	0.0	0.807488390873	0.821177885098	1	0.0	0.0	0.0	0.0	7	1	1.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3006	1.0	1.0	1.0	0.8507467785646116	0.8237399651096315	0.8424655188180439	0.8460214066441607	0.8182183858729285	0.8275894322962692	-24.32971	-4.683641	-14.12956	-21.72787	-3.396414	-2.336487	-23.78723	-5.615757	-13.9763	-34.75027	-29.17707	-43.95268	-23.70377	-8.240037	-14.37515	-31.27754	5.57142857143	5.57142857143	0.285714285714	0.571428571429	1.0	0.0	0.0	0.0	0.877173197914	0.821177885098	1	0.0	0.0	0.0	0.0	7	1	5.0	0.714285714286	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3007	1.0	1.0	1.0	0.8088936976082279	0.866394285088894	0.8659574831723235	0.8006054566915956	0.8603537645321667	0.8553441999180826	-42.34598	-14.55763	-15.54524	-25.53606	-3.697444	-2.746662	-31.80502	-9.812735	-14.70934	-29.78594	-31.91083	-39.28948	-25.08611	-9.977116	-13.19355	-26.80932	4.0	4.0	0.166666666667	0.833333333333	1.0	0.0	0.0	0.0	0.650533760452	0.703866758655	1	1.0	0.0	0.0	0.0	7	0	3.0	0.428571428571	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.047613010751666775	0.01749193028727076	0.028039500684223534	0.047777975192101155	0.30190279956886645	0.30929155376700096	0.0470733636712585	0.30231199536203346	0.30976534450538307	-22.17784	-5.048661	-8.048352	-10.1642	-1.681241	-1.681241	-17.51428	-2.88213	-5.638781	-9.928648	-18.14546	-22.70797	-17.35288	-3.345819	-5.767652	-8.93644	0.333333333333	0.666666666667	0.5	1.0	1.0	0.0	0.0	0.0	0.65948925128	0.452414639561	1	0.0	0.0	0.0	0.0	2	1	3.0	0.75	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
