set_Id,ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count
2017_test_withASR_3769,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3770,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3771,0,0,0,0,0,0,0,1,0,1,0
2017_test_withASR_3773,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3774,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3776,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3777,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3778,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3779,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3781,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3782,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3783,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3784,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3786,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3787,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3788,0,0,0,1,0,0,0,0,0,0,0
2017_test_withASR_3789,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3790,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3791,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3792,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3794,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3795,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3796,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3797,0,0,0,0,0,0,0,0,0,1,0
2017_test_withASR_3798,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3799,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3800,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3801,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3802,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3803,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3804,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3805,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3806,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3807,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3808,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3809,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3810,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3811,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3812,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3813,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3814,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3815,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3816,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3817,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3818,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3819,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3820,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3822,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3823,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3824,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3825,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3826,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3827,0,0,0,0,0,0,1,0,0,0,0
2017_test_withASR_3828,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3829,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3830,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3831,0,0,0,0,0,0,1,1,0,0,0
2017_test_withASR_3832,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3833,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3834,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3835,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3836,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3837,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3838,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3839,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3840,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3841,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3842,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3843,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3844,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3845,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3846,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3847,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3848,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3849,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3850,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3851,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3852,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3853,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3854,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3855,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3856,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3857,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3858,0,0,0,0,0,0,1,1,0,0,0
2017_test_withASR_3859,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3860,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3861,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3862,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3863,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3864,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3865,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3866,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3867,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3868,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3869,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3870,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3871,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3872,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3873,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3874,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3875,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3876,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3877,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3878,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3879,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3880,0,0,0,1,0,0,0,0,0,0,0
2017_test_withASR_3882,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3883,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3888,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3889,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3890,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3891,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3893,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3894,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3896,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3897,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3898,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3899,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3900,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3901,0,0,0,0,0,0,1,0,0,0,0
2017_test_withASR_3902,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3903,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3904,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3905,0,0,0,1,0,0,0,0,0,0,0
2017_test_withASR_3906,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3907,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3908,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3909,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3910,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3911,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3912,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3913,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3914,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3915,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3916,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3917,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3918,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3919,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3920,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3921,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3922,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3923,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3924,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3925,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3926,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3927,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3928,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3929,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3930,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3931,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3932,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3933,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3934,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3935,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3936,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3938,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3940,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3941,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3942,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3943,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3944,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3945,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3946,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3947,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3948,0,0,0,0,0,0,1,0,0,0,0
2017_test_withASR_3949,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3950,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3952,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3953,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3954,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3955,0,0,0,0,0,0,0,1,0,0,0
2017_test_withASR_3956,0,0,0,0,0,0,1,0,0,0,0
2017_test_withASR_3958,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3959,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3960,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3961,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3962,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3963,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3966,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3967,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3968,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3969,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3970,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3971,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3972,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3973,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3974,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3975,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3976,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3977,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3978,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3979,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3980,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3981,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3982,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3983,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3986,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_3987,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3988,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3989,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3991,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3992,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3993,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3995,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3996,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_3997,0,0,0,0,0,0,0,0,0,1,1
2017_test_withASR_3998,0,0,0,0,0,0,1,0,0,0,0
2017_test_withASR_3999,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4000,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4001,0,0,0,0,0,0,1,1,0,0,0
2017_test_withASR_4002,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4003,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4004,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4005,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4006,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4007,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4008,0,0,0,1,0,0,0,0,0,0,0
2017_test_withASR_4009,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4010,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4011,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4012,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4014,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4015,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_4016,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_4017,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4018,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4019,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4020,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4021,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4022,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4023,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4024,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4025,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4026,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4028,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4029,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4030,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4031,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4032,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4033,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4034,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4035,0,0,0,0,0,0,0,0,0,0,1
2017_test_withASR_4036,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4037,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4038,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4039,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4040,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4041,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4042,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4043,0,0,0,0,0,0,0,0,0,0,0
2017_test_withASR_4044,0,0,0,0,0,0,0,0,0,0,1
