set_Id,ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count
2017_test_asr_3659,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3660,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3661,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3662,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3663,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3664,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3665,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3666,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3667,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3668,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3669,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3670,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3671,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3673,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3674,0,0,0,0,0,0,1,0,0,0,0
2017_test_asr_3675,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3676,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3679,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3680,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3681,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3682,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3683,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3684,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3685,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3686,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3688,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3689,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3690,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3691,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3692,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3693,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3694,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3695,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3696,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3697,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3698,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3700,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3701,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3702,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3703,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3704,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3705,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3706,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3707,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3708,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3709,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3710,0,0,0,0,0,0,0,0,0,1,0
2017_test_asr_3712,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3713,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3714,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3716,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3717,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3718,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3719,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3720,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3723,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3724,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3725,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3726,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3727,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3728,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3729,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3730,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3731,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3735,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3736,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3737,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3738,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3740,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3741,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3742,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3743,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3744,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3745,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3746,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3749,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3750,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3751,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3757,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3759,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3761,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3762,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3763,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3764,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3767,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3768,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3769,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3770,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3771,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3773,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3774,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3776,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3777,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3778,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3779,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3781,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3782,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3783,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3784,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3786,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3787,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3788,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3789,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3790,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3791,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3792,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3794,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3795,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3796,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3797,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3798,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3799,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3800,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3801,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3802,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3803,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3804,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3805,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3806,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3807,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3808,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3809,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3810,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3811,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3812,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3813,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3814,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3815,0,0,0,0,0,0,1,0,0,0,0
2017_test_asr_3816,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3817,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3818,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3819,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3820,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3822,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3823,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3824,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3825,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3826,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3827,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3828,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3829,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3830,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3831,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3832,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3833,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3834,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3835,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3836,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3837,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3838,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3839,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3840,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3841,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3842,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3843,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3844,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3845,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3846,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3847,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3848,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3849,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3850,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3851,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3852,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3853,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3854,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3855,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3856,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3857,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3858,0,0,0,0,0,0,1,1,0,0,0
2017_test_asr_3859,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3860,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3861,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3862,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3863,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3864,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3865,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3866,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3867,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3868,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3869,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3870,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3871,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3872,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3873,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3874,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3875,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3876,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3877,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3878,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3879,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3880,0,0,0,1,0,0,0,0,0,0,0
2017_test_asr_3882,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3883,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3888,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3889,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3890,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3891,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3892,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3893,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3894,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3896,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3897,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3898,0,0,0,0,0,0,1,0,0,0,0
2017_test_asr_3899,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3900,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3901,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3902,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3903,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3904,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3905,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3906,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3907,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3908,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3909,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3910,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3911,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3912,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3913,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3914,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3915,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3916,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3917,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3918,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3919,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3920,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3921,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3922,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3923,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3924,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3925,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3926,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3927,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3928,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3929,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3930,0,0,0,0,0,0,0,1,0,0,0
2017_test_asr_3931,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3932,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3933,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3934,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3935,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3936,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3938,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3940,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3941,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3942,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3943,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3944,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3945,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3946,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3947,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3948,0,0,0,1,0,0,0,0,0,0,0
2017_test_asr_3949,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3950,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3952,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3953,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3954,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3955,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3956,0,0,0,0,0,0,1,0,0,0,0
2017_test_asr_3958,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3959,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3960,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3961,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3962,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3963,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3966,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3967,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3968,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3969,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3970,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3971,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3972,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3973,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3974,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3975,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3976,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3977,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3978,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3979,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3980,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3981,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3982,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3983,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3986,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_3987,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3988,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3989,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3991,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3992,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3993,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3995,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3996,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3997,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3998,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_3999,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4000,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4001,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4002,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4003,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4004,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4005,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4006,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4007,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4008,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4009,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4010,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4011,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4012,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4014,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4015,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_4016,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_4017,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4018,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4019,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4020,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4021,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4022,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4023,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4024,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4025,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4026,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4028,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4029,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4030,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4031,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4032,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4033,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4034,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4035,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_4036,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4037,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4038,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4039,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4040,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4041,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4042,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4043,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4044,0,0,0,0,0,0,0,0,0,0,1
2017_test_asr_4045,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4046,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4047,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4048,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4049,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4050,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4051,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4052,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4053,0,0,0,0,0,0,0,0,0,0,0
2017_test_asr_4058,0,0,0,0,0,0,0,0,0,0,0
